ra,dec,Source,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,IPDgofha,IPDfmp,ruwe,phot_g_mean_mag,bp_rp,VarFlag,NSS,Dist,prob
131.877959297,19.41845015629,661086833695223680,1.6467,0.0759,-31.841,0.082,-50.073,0.069,0.0303,0,1.023,17.011595, 1.786352,NOT_AVAILABLE,0,603.5451,0.72
131.96478747335,19.40129106468,661089479395140096,2.3174,0.0994,-38.089,0.101,-8.503,0.076,0.00273,1,1.436,16.798450, 2.240778,NOT_AVAILABLE,0,572.5252,0.94
132.11038704604,19.43565875432,661090368452141440,2.4132,0.0405,-65.283,0.041,17.58,0.034,0.0108,0,1.027,15.675565, 1.666421,NOT_AVAILABLE,0,385.6843,1.0
132.02048031377,19.47046953984,661091609698913024,5.5868,0.0668,-38.262,0.068,-12.771,0.052,0.0108,0,1.107,16.133396, 2.583091,NOT_AVAILABLE,0,179.0281,1.0
131.96825650515,19.45395746689,661093018448188928,7.3285,0.1518,-20.34,0.159,-38.436,0.122,0.0139,0,0.941,18.010600, 3.246750,NOT_AVAILABLE,0,146.3965,1.0
131.98870824568,19.51334738806,661094938297416320,5.509,0.0725,-48.48,0.082,-57.249,0.072,0.0106,0,0.991,16.716936, 2.597571,NOT_AVAILABLE,0,183.1681,1.0
132.07378901947,19.56350569132,661095350616812032,5.4195,0.7905,-38.772,0.822,-11.831,0.61,0.0351,0,1.13,20.277914, 2.356777,NOT_AVAILABLE,0,,1.0
131.71788105047,19.36951162666,661097347774180608,10.6514,0.1901,-109.031,0.227,48.139,0.133,0.102,32,1.997,16.383493, 2.941595,NOT_AVAILABLE,0,,1.0
131.71811711142,19.3693437345,661097347776128384,11.1857,0.1061,-106.02,0.227,47.264,0.107,0.0186,4,1.116,16.452755, 2.995633,NOT_AVAILABLE,0,,1.0
131.67821198869,19.42615793083,661098550366013696,5.425,0.0703,-36.4,0.077,-12.028,0.055,0.0116,0,0.994,16.978453, 2.890315,NOT_AVAILABLE,0,189.5825,1.0
131.75909402214,19.4192934618,661098997042609920,4.6927,0.4165,-53.346,0.45,-50.574,0.361,0.00985,0,0.996,19.743189, 3.341316,NOT_AVAILABLE,0,,1.0
131.60058907642,19.42161971316,661101299145086080,4.9838,0.6669,-37.908,0.703,-17.962,0.541,0.0396,1,1.088,20.286999, 2.245575,NOT_AVAILABLE,0,,1.0
131.63937303086,19.49350447735,661103635606288768,1.9671,0.4191,-27.051,0.452,-33.915,0.331,0.0301,0,1.001,19.808367, 2.411976,NOT_AVAILABLE,0,,0.62
131.63118617269,19.57150272649,661104906918567168,2.4021,0.3279,-30.044,0.33,-21.751,0.252,0.0594,0,1.047,19.362510, 2.789345,NOT_AVAILABLE,0,,0.66
131.66211070924,19.61904285542,661105525392825856,5.3508,0.0719,-38.262,0.071,-12.515,0.049,0.00939,0,1.011,16.699612, 2.807991,NOT_AVAILABLE,0,185.2799,1.0
131.88230279268,19.55008935589,661106311370411648,1.8566,0.0241,-45.019,0.024,-4.948,0.017,0.0245,0,1.062,12.959104, 0.773760,NOT_AVAILABLE,0,522.6035,0.96
131.8117058992,19.54734720787,661106796703210240,1.7225,0.0772,-38.376,0.084,-22.149,0.064,0.00804,1,1.097,16.946210, 1.994022,NOT_AVAILABLE,0,559.6161,0.82
