ra,dec,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,IPDgofha,IPDfmp,ruwe,phot_g_mean_mag,bp_rp,NSS,prob
165.81327166323,-58.08965389038,2.1287,0.0196,-10.225,0.024,5.656,0.016,0.0456,0,1.169,13.648963,         ,0,0.84
165.81330978198,-58.08924363228,2.0482,0.0227,-10.487,0.023,3.872,0.021,0.0168,24,1.757,12.877885, 0.828713,0,0.84
165.82511150917,-58.08825095675,1.483,0.025,-12.74,0.026,1.359,0.024,0.0151,1,1.026,15.451849, 1.164421,0,0.94
165.7918323735,-58.07855224859,2.0304,0.0498,-10.76,0.051,5.18,0.047,0.00676,51,4.207,12.385632, 0.852301,0,0.84
165.88140834109,-58.09478607394,2.1408,0.0136,-10.699,0.014,5.156,0.013,0.0139,0,0.797,10.356087, 0.216357,0,0.84
165.88328387978,-58.09189540461,4.2284,0.5644,-6.468,0.578,9.99,0.528,0.239,47,7.644,17.206291, 1.484053,0,0.78
165.85621285425,-58.06392639825,2.1024,0.0109,-10.447,0.011,5.32,0.011,0.0182,0,0.899,12.715958, 0.753623,0,0.84
165.82612079887,-58.06506686709,2.0829,0.0166,-10.083,0.018,5.087,0.016,0.0149,0,0.99,14.475947, 1.134943,0,0.84
165.79528634177,-58.06081343703,1.9935,0.0553,-10.217,0.06,5.259,0.053,0.0138,0,1.056,17.017694, 2.102152,0,0.84
165.81019521338,-58.06040052839,1.4637,0.061,-15.535,0.075,0.763,0.055,0.0238,0,1.099,16.89407,         ,0,0.86
165.74601895262,-58.10058828298,2.0961,0.0172,-9.873,0.017,5.621,0.017,0.0207,0,0.873,9.798015, 0.118564,0,0.84
165.69804011738,-58.02971538415,2.9429,0.7872,-9.586,0.729,1.817,0.714,0.219,64,15.037,17.765741, 1.564358,0,0.84
165.73247878776,-58.04182267216,2.1187,0.0238,-10.726,0.022,5.632,0.023,0.0135,0,0.987,15.235527, 1.379376,0,0.84
165.73143102493,-58.01944863654,1.6635,0.1347,-15.101,0.135,4.534,0.131,0.0357,0,5.247,15.522489, 1.427354,0,0.76
165.73091654369,-57.99767177167,2.5057,0.2699,-8.889,0.271,9.085,0.262,0.0961,1,3.125,17.889193, 1.632051,0,0.84
165.89960504499,-58.04272236984,2.5415,0.0595,-10.968,0.064,-1.208,0.057,0.0222,0,1.037,17.03114, 2.342273,0,0.84
165.87529578376,-58.00714923986,1.2375,0.0484,-12.476,0.052,0.515,0.046,0.0144,0,1.02,16.769976, 1.611531,0,0.54
165.9260263236,-57.99773428972,2.0903,0.1281,-14.332,0.128,7.281,0.124,0.0162,30,1.716,17.628063, 2.048523,0,0.84
165.8763261996,-57.95155611962,2.5988,0.0481,-14.901,0.05,3.49,0.046,0.0349,67,4.035,12.753027, 0.860320,0,0.84
165.87394390251,-57.94672462732,2.6653,0.0156,-16.535,0.016,-5.263,0.015,0.0141,0,1.098,9.375318, 0.536064,0,0.7
165.79577286917,-57.99705703423,1.3011,0.0219,-9.484,0.022,1.215,0.024,0.0143,7,1.274,14.705827, 0.958157,0,0.54
165.77443053135,-57.95068946447,2.126,0.0135,-10.433,0.014,4.665,0.013,0.0239,0,0.957,12.999045, 0.799011,0,0.84
165.7682259706,-57.95735743952,1.7993,0.2018,-5.787,0.198,4.987,0.2,0.0749,64,4.102,16.93441, 1.240578,0,0.9
165.78419262519,-57.95666609402,1.7124,0.0713,-11.43,0.074,2.213,0.065,0.00772,17,1.163,17.138393, 1.772932,0,0.84
165.72337845602,-57.94624998556,2.1543,0.2868,-2.137,0.298,1.515,0.246,0.0721,15,4.011,17.611614, 1.246429,0,0.58
165.81110062304,-57.93830333565,2.0229,0.0932,-10.074,0.096,5.095,0.091,0.0123,0,0.969,17.908146, 2.399944,0,0.84
165.64779417701,-58.01534220388,1.9397,0.2687,-7.321,0.258,7.768,0.249,0.0577,60,3.4,17.730274, 1.322294,0,0.82
165.65173924601,-58.01116554423,1.3237,0.0143,-17.072,0.014,2.143,0.014,0.00684,0,0.897,14.081175, 0.919848,0,0.54
165.61864647725,-57.94071710468,1.3394,0.0317,-10.974,0.033,3.209,0.031,0.0316,0,1.539,10.995995, 0.101944,0,0.54
165.54274778418,-57.96551250738,1.5018,0.0252,-11.2,0.025,4.309,0.025,0.0128,0,1.058,15.405833, 1.201730,0,0.98
165.48335170869,-57.96265673044,2.4704,0.0143,-16.593,0.014,-2.625,0.014,0.0293,0,0.961,12.968357, 0.922971,0,0.84
165.4863288892,-57.93972866201,2.6867,0.0461,-16.928,0.048,-0.538,0.045,0.0129,0,0.956,16.654053, 2.465733,0,0.84
165.47249292571,-57.95018470951,1.3604,0.7158,-12.395,0.759,3.082,0.752,0.148,45,46.798,14.132407, 0.987232,0,0.54
165.54791953831,-57.94076387715,1.4506,0.0953,-20.142,0.1,1.652,0.093,0.0176,0,1.04,17.93982, 2.255159,0,0.58
165.52379702578,-57.9248060941,1.9799,0.0355,-10.377,0.037,5.557,0.036,0.022,3,1.173,15.736613, 1.555964,0,0.84
165.55164153989,-57.93459356029,1.5158,0.0136,-23.544,0.014,3.38,0.014,0.0245,1,0.881,13.819647, 0.844573,0,0.5
165.54808369488,-57.92011611621,1.444,0.0522,-12.381,0.058,5.268,0.055,0.0291,0,3.367,14.646433, 1.147666,0,0.54
165.49003463171,-57.91609194303,2.9317,0.0228,15.872,0.024,12.176,0.024,0.0224,0,1.525,10.90261, 0.774575,0,0.76
165.6788289786,-57.9593532439,2.2407,0.013,-11.077,0.013,5.351,0.012,0.0181,0,0.881,10.583899, 0.321214,0,0.84
165.6961170067,-57.94036739312,1.6324,0.2014,-9.613,0.214,-0.715,0.194,0.0478,6,3.615,17.523838, 1.764410,0,0.66
165.59088206556,-57.92423451976,2.0749,0.0423,-10.294,0.044,5.23,0.041,0.0182,0,1.001,16.414848, 1.861781,0,0.84
165.61562890731,-57.8959011498,2.0785,0.0099,-10.339,0.01,5.462,0.011,0.0215,0,0.828,12.318947, 0.685431,0,0.84
165.68133193104,-57.87910027174,1.3997,0.0993,-7.72,0.111,4.503,0.097,0.0205,0,1.253,17.610552, 1.910626,0,0.7
165.63609668363,-57.87064893578,2.0589,0.0133,-21.442,0.014,-0.418,0.014,0.0209,1,0.965,13.804695, 0.994370,0,0.84
165.53123576849,-57.89568553536,1.6864,0.2273,-17.791,0.256,5.022,0.228,0.111,92,17.353,12.609446, 0.533162,0,0.66
165.58474033749,-57.84892304629,1.608,0.0169,-15.487,0.017,5.879,0.017,0.0119,0,0.954,14.297119, 0.941607,0,0.84
166.38188361302,-58.12523459851,2.0871,0.0186,-10.286,0.019,5.586,0.017,0.0216,0,1.003,14.682195, 1.203481,0,0.84
166.40600370586,-58.11007704098,2.073,0.0124,-10.348,0.012,5.332,0.011,0.0298,0,0.973,13.357736, 0.869147,0,0.84
166.32334837684,-58.11421429845,1.4187,0.0125,-19.712,0.013,2.512,0.012,0.0336,0,0.969,13.461237, 0.761627,0,0.5
166.30194489693,-58.09412190738,1.4505,0.0354,-12.948,0.036,0.178,0.036,0.0323,1,1.054,15.935524, 1.301753,0,0.98
166.34693037188,-58.10516331423,3.6382,0.6145,-5.67,0.603,7.929,0.553,0.0519,11,7.548,17.964685, 1.437294,0,0.84
166.31073677728,-58.07072155052,7.9039,0.026,-9.842,0.027,12.461,0.025,0.023,0,0.965,15.48878, 2.515140,0,0.62
166.4092571113,-58.10395957586,1.3842,0.0238,-6.819,0.024,4.27,0.023,0.0129,0,0.943,15.182411, 1.132769,0,0.68
166.38397353519,-58.05103198439,2.1535,0.168,-9.754,0.166,3.794,0.17,0.0414,7,10.705,14.20877, 1.138517,0,0.84
166.35875092359,-58.06516127837,1.3836,0.0995,-6.519,0.109,6.052,0.104,0.0192,0,1.049,17.967949, 2.057280,0,0.68
166.36472821794,-58.03950381489,2.0858,0.3217,-10.414,0.312,0.917,0.283,0.156,53,4.799,17.736649, 1.408512,0,0.86
166.25320449321,-58.09105311751,1.8105,0.0149,-7.808,0.015,-2.065,0.015,0.0277,0,0.968,14.101627, 0.930456,0,0.5
166.29445094339,-58.0194512975,1.2399,0.186,-9.524,0.178,2.216,0.175,0.0161,0,11.444,11.558358, 0.708569,0,0.52
166.22183607892,-58.00439332164,1.882,0.7019,-5.098,0.629,2.913,0.639,0.19,39,11.866,17.61149, 1.213230,0,0.66
166.24969737102,-58.00190292939,2.1174,0.0505,-10.657,0.049,5.157,0.047,0.00652,0,1.075,16.58135, 2.116603,0,0.84
166.26790864774,-57.993666657,1.5025,0.0204,-7.269,0.021,1.355,0.02,0.0148,0,1.036,14.896202, 1.284288,0,0.7
166.43466109576,-58.03894570414,1.553,0.0366,-15.487,0.033,2.345,0.033,0.015,0,0.991,15.924345, 1.463562,0,0.84
166.42918982532,-58.03696079851,1.6228,0.083,-15.539,0.077,2.604,0.079,0.011,0,0.91,17.574917, 2.136118,0,0.84
166.43039771198,-58.01433750897,2.1701,0.0316,-10.143,0.031,6.216,0.033,0.0106,1,1.13,15.572017, 1.741083,0,0.84
166.39819839669,-57.96725175821,2.1449,0.0312,-9.855,0.03,5.091,0.03,0.0137,0,2.412,11.831755, 0.729567,0,0.84
166.38767863687,-57.95628240499,2.1302,0.0197,-10.941,0.019,5.394,0.019,0.0159,3,1.568,13.81073, 0.957352,0,0.84
166.32201965916,-58.00813226689,1.6815,0.0882,-16.324,0.087,-0.232,0.083,0.0141,0,0.97,17.79288, 2.111565,0,0.84
166.3196697046,-57.98352451688,2.1096,0.0181,-10.832,0.018,5.235,0.018,0.00251,0,0.981,14.539689, 1.151360,0,0.84
166.31080663054,-57.98310251661,4.0252,0.7288,-13.366,0.736,0.002,0.671,0.196,50,8.666,17.955215, 1.341040,0,0.78
166.26644390674,-57.94883541203,2.6379,0.0799,-16.604,0.077,-0.564,0.079,0.0119,0,1.063,17.25202, 2.752724,0,0.84
166.23659391191,-57.91811554536,1.5907,0.0668,-11.397,0.063,3.649,0.058,0.00893,1,0.991,17.170628, 1.943926,0,0.84
166.15543955411,-58.02654896762,2.1979,0.3105,-3.576,0.279,6.431,0.294,0.0303,65,3.276,17.969395, 1.209301,0,0.84
166.15479664607,-57.94764554337,1.612,0.0548,-7.988,0.052,-1.295,0.049,0.0132,0,0.982,16.82793, 1.795133,0,0.52
166.12182934811,-57.94035649786,3.0813,0.0689,-14.902,0.066,14.1,0.06,0.00493,0,1.01,17.254969, 2.514345,0,0.72
166.04728291569,-57.98800507959,1.7858,0.0212,-14.084,0.021,1.823,0.02,0.0199,0,1.015,14.963876, 1.208507,0,0.84
166.04837370862,-57.98761974304,1.7308,0.0495,-14.278,0.048,1.98,0.046,0.0181,0,1.166,16.506365, 1.762953,0,0.84
165.97996685437,-57.97651304791,2.1004,0.0431,-10.43,0.044,5.343,0.041,0.00899,0,0.936,16.524645, 1.879819,0,0.84
166.00082496192,-57.95533208432,1.758,0.0471,-16.887,0.044,1.379,0.044,0.0403,0,0.957,6.131087,-0.247004,0,0.84
166.05549762161,-57.91200347757,2.0087,0.1355,-16.569,0.136,-2.617,0.13,0.111,0,1.414,17.933893, 2.510874,0,0.84
166.00554057745,-57.90814531586,1.7787,0.0273,-11.698,0.028,2.908,0.026,0.0101,0,0.987,15.622565, 1.445208,0,0.84
166.19680514217,-57.94309697843,4.2906,0.0117,-0.741,0.011,13.828,0.011,0.0279,0,0.731,11.028913, 0.717829,0,0.84
166.18551724355,-57.92137999165,1.3571,0.4653,-7.763,0.466,4.8,0.407,0.122,6,4.877,17.738146, 1.587154,0,0.54
166.21975809241,-57.86985755836,1.9066,0.0458,-16.597,0.043,3.867,0.038,0.0118,0,0.988,16.45043, 1.794515,0,0.84
166.16927538942,-57.88001035044,4.0531,0.7961,-10.947,0.763,5.759,0.695,0.139,70,27.849,15.202572, 1.184697,0,0.82
166.18389486637,-57.87437566169,2.0942,0.0188,-10.113,0.018,4.811,0.017,0.0143,1,0.993,14.597291, 1.344041,0,0.84
166.1758304072,-57.86355464688,2.0093,0.0406,-10.172,0.037,5.64,0.037,0.0271,0,1.763,14.993874,         ,0,0.84
166.17510633907,-57.86332689544,2.1828,0.0358,-10.657,0.033,5.901,0.032,0.0128,17,1.924,14.680524, 1.258762,0,0.84
166.10531423421,-57.87875820682,2.1375,0.0764,-10.381,0.072,5.242,0.066,0.015,0,0.979,17.437696, 2.307062,0,0.84
166.46183012577,-57.94780920887,1.9922,0.0458,-10.882,0.043,5.07,0.041,0.022,0,1.002,16.510141, 1.884422,0,0.84
166.45746939731,-57.93693771849,1.9047,0.0492,-14.026,0.048,2.62,0.044,0.023,0,0.995,16.656126, 2.199775,0,0.84
166.4736153725,-57.94109220711,2.8734,0.0367,-22.386,0.034,1.572,0.031,0.0163,0,3.082,13.56616, 1.322961,0,0.74
166.41341797259,-57.9291107067,2.0314,0.1978,-9.908,0.187,3.902,0.181,0.00657,4,4.33,16.55289, 1.333876,0,0.84
166.38519999064,-57.88362778662,2.5703,0.2543,-3.568,0.251,3.619,0.228,0.0365,16,5.485,16.405882, 1.551897,0,0.84
166.40478421271,-57.8345374112,1.9997,0.0331,-12.023,0.031,-2.891,0.031,0.0195,0,1.016,15.674481, 1.523490,0,0.66
166.35663418574,-57.91682814592,1.4621,0.035,-13.712,0.037,2.599,0.034,0.0184,0,1.053,15.793476, 1.332625,0,0.94
166.35308889289,-57.90552552878,2.0383,0.0188,-10.359,0.018,5.03,0.018,0.0189,0,0.983,14.580078, 1.160515,0,0.84
166.36118301483,-57.91544587396,1.7265,0.3316,-1.728,0.336,8.893,0.307,0.0535,60,4.341,17.436554, 1.303549,0,0.82
166.33693429123,-57.90315922915,1.7824,0.0204,-12.933,0.019,1.304,0.019,0.0126,1,1.435,13.814379, 0.905012,0,0.84
166.35945776446,-57.85982563558,2.0607,0.0691,-10.406,0.067,5.565,0.063,0.00789,0,0.971,17.3009, 2.205814,0,0.84
166.38586009527,-57.84343181639,2.1604,0.0968,-10.541,0.095,4.71,0.087,0.0124,0,1.002,17.897451, 2.399448,0,0.84
166.38047233934,-57.8399169432,1.5973,0.0798,-25.015,0.077,-1.16,0.072,0.0135,0,1.022,17.563412, 2.186705,0,0.7
166.3002656979,-57.82258701609,1.247,0.0137,-17.018,0.013,-3.286,0.012,0.0116,0,0.901,11.007879, 1.295909,0,0.74
166.34300889158,-57.81313823212,1.6638,0.0191,-9.414,0.019,3.191,0.018,0.0231,0,0.977,10.272779, 0.176589,0,0.86
166.48089196595,-57.8199893701,2.0653,0.0737,-19.634,0.071,9.054,0.066,0.0172,0,0.972,17.436708, 2.365551,0,0.74
166.47169373386,-57.81241135309,1.4509,0.0141,-16.055,0.014,-1.65,0.012,0.0219,0,0.919,13.560687, 0.829513,0,0.84
166.44424548717,-57.80344491874,2.0147,0.0353,-15.813,0.036,9.956,0.033,0.0212,0,0.977,16.048079, 1.622387,0,0.84
166.50628167093,-57.78971232178,1.135,0.1613,-14.807,0.166,-0.846,0.156,0.0266,0,10.579,14.771621, 1.099569,0,0.52
166.50275677957,-57.76068489088,1.4184,0.027,-23.871,0.027,1.639,0.024,0.029,0,1.011,15.483881, 1.136891,0,0.5
166.45701378772,-57.75488291374,3.5134,0.0189,-12.564,0.019,11.821,0.018,0.0182,0,0.933,14.535502, 1.513520,0,0.74
166.36589875806,-57.76421256635,1.2259,0.0282,-14.358,0.028,0.345,0.025,0.0152,0,0.967,15.533579, 1.148404,0,0.5
166.30193885685,-57.75913513856,1.5857,0.0365,-21.813,0.037,-4.701,0.034,0.0122,1,1.019,16.108536, 1.559911,0,0.84
166.31899444548,-57.75450187834,1.8053,0.0177,-11.09,0.018,1.998,0.015,0.0139,0,0.985,14.352175, 1.033464,0,0.84
166.41892228713,-57.7481313751,1.253,0.0134,-16.995,0.013,1.533,0.012,0.0206,0,1.014,13.350943, 0.848439,0,0.5
166.33721279568,-57.70483445043,2.1781,0.0869,-10.792,0.085,4.823,0.075,0.0235,0,1.365,17.088806, 2.316460,0,0.84
166.24164888022,-57.83532389963,1.5203,0.0122,-9.279,0.012,4.515,0.011,0.0146,0,0.958,12.524806, 0.595298,0,0.96
166.2383390824,-57.83268571413,2.0189,0.0125,-10.113,0.012,5.359,0.011,0.0211,0,0.839,13.300446, 0.846681,0,0.84
166.23204785683,-57.81898123754,1.3913,0.0948,-12.481,0.094,3.005,0.086,0.01,27,8.442,13.911032, 0.987346,0,0.82
166.17128517605,-57.83138876316,2.1113,0.0467,-10.159,0.047,6.302,0.041,0.00768,0,1.014,16.656694, 2.088602,0,0.84
166.15813885423,-57.80203971072,2.0269,0.092,-10.185,0.09,5.088,0.082,0.00707,1,1.026,17.802053, 2.279844,0,0.84
166.1251258756,-57.80535112744,1.6874,0.094,-12.027,0.095,4.42,0.08,0.00808,0,1.004,17.909256, 2.278818,0,0.84
166.12708176159,-57.80142213006,3.3146,0.6693,-6.779,0.641,5.575,0.578,0.105,29,9.894,17.95531, 1.241558,0,0.84
166.14746286228,-57.79094316103,1.532,0.1315,-16.733,0.132,4.622,0.124,0.034,28,6.885,15.199382, 1.313540,0,0.5
166.14280223767,-57.78485368547,1.2977,0.0679,-14.939,0.068,0.228,0.06,0.0118,0,1.042,17.351954, 2.019215,0,0.74
166.05153103099,-57.74491580843,1.7911,0.0683,-16.991,0.068,0.039,0.058,0.00722,0,0.981,17.369377, 2.287897,0,0.84
166.2690453494,-57.74874619123,1.8172,0.049,-15.172,0.05,2.245,0.044,0.0116,0,1.034,16.706549, 2.215342,0,0.84
166.30579045927,-57.74745647089,3.155,0.0807,3.884,0.082,4.175,0.073,0.00497,0,0.987,17.561714, 2.470465,0,0.66
166.26801164298,-57.72758676992,1.4369,0.0299,-9.08,0.03,5.591,0.026,0.00854,1,1.003,15.558792, 1.142511,0,0.68
166.23478582976,-57.75380587265,1.4142,0.0249,-14.356,0.025,3.501,0.023,0.0203,0,0.979,15.212438, 1.124673,0,0.72
166.24558538511,-57.738388559,2.0089,0.0448,-10.146,0.044,0.697,0.04,0.0152,0,1.174,16.222977, 1.753248,0,0.84
166.21542616981,-57.73002547323,1.4333,0.0149,-12.514,0.015,2.63,0.014,0.0169,0,0.98,13.765559, 0.796832,0,0.98
166.31841475926,-57.71262796336,1.1369,0.5108,-15.5,0.47,2.646,0.448,0.148,21,6.256,17.958279, 1.570692,0,0.56
166.29212649721,-57.69783084487,1.8249,0.0526,-3.64,0.05,7.12,0.044,0.0169,0,0.978,16.673437, 1.840049,0,0.9
166.22417037974,-57.69062178356,2.1289,0.0258,-10.879,0.026,5.547,0.024,0.0231,1,1.009,15.287318, 1.435135,0,0.84
166.24976683237,-57.65854776832,1.9272,0.0535,-23.044,0.053,-4.415,0.048,0.0207,0,0.992,16.812336, 1.932532,0,0.84
166.24298761577,-57.66640977885,2.6842,0.0825,-21.108,0.077,-2.898,0.071,0.0139,0,0.95,17.574532, 2.336819,0,0.8
166.24715733205,-57.65585506764,1.8961,0.0109,-23.068,0.011,-3.984,0.01,0.0221,0,0.845,12.468591, 0.795240,0,0.84
166.20133943488,-57.66094585651,2.0978,0.4794,-1.733,0.574,5.382,0.476,0.175,0,3.701,17.761415, 1.141975,0,0.72
166.19491601094,-57.64884007662,1.8234,0.0182,1.024,0.018,5.859,0.018,0.0156,0,0.949,14.565544, 1.192540,0,0.54
166.14864336548,-57.65892679767,2.0202,0.0527,-10.277,0.053,5.61,0.046,0.0146,0,1.011,16.826057, 1.993868,0,0.84
165.92386617022,-57.87795196358,2.1474,0.0433,-19.618,0.044,10.993,0.039,0.00933,0,1.037,16.395588, 2.026869,0,0.54
165.93351890486,-57.84904794409,2.0264,0.0178,1.482,0.019,10.647,0.016,0.0407,0,0.959,8.099193, 1.172191,0,0.92
165.89323074178,-57.8575703604,2.7525,0.1206,-15.867,0.133,5.686,0.111,0.0209,36,3.16,16.279156, 1.631775,0,0.8
165.84411205203,-57.87847058454,1.5806,0.2273,-10.696,0.253,5.737,0.189,0.0522,14,5.748,17.12578, 1.268005,0,0.68
165.77018675413,-57.86798590533,2.6659,0.0121,-17.005,0.013,-0.452,0.012,0.0197,1,0.748,11.574217, 0.654503,0,0.84
165.76275258188,-57.83166930877,1.7391,0.0711,-11.963,0.078,3.542,0.067,0.0189,0,0.998,17.338099, 2.316893,0,0.84
165.81586698544,-57.80487227371,1.376,0.0139,-17.002,0.015,-3.905,0.013,0.0187,0,0.962,13.707043, 0.852416,0,0.84
165.78542863358,-57.79747863916,2.1455,0.1648,-10.568,0.185,5.803,0.161,0.0177,0,12.905,12.942244, 0.934220,0,0.84
165.99435467253,-57.82749017288,2.2953,0.0168,-14.554,0.018,4.368,0.016,0.00988,0,0.991,14.173832, 1.112949,0,0.84
165.99919147198,-57.82525934907,3.5103,0.025,-14.288,0.026,16.214,0.023,0.00842,0,0.943,15.280777, 1.823183,0,0.7
165.97815004384,-57.81832179316,2.0977,0.0505,-10.381,0.055,5.066,0.046,0.0158,0,1.386,16.262407, 1.897659,0,0.84
165.91180917618,-57.80759634,1.5614,0.2043,-7.312,0.219,1.963,0.188,0.0719,29,3.726,16.963, 1.159674,0,0.62
165.91672738994,-57.80658765403,1.3201,0.0134,-16.385,0.014,-3.26,0.013,0.00511,0,0.939,13.424361, 0.860803,0,0.84
165.96508516819,-57.79480603668,2.0261,0.0192,-5.157,0.02,9.249,0.017,0.0116,1,0.981,14.740403, 1.159793,0,0.84
165.99442708474,-57.78599709142,3.5331,0.0129,0.395,0.013,6.22,0.011,0.0149,0,0.686,11.259135, 0.692694,0,0.84
165.88051219386,-57.80073108443,1.4256,0.0274,-13.032,0.028,1.528,0.024,0.00901,0,1.009,15.51166, 1.190265,0,0.98
165.87998251867,-57.7917305517,1.285,0.0237,-10.332,0.024,3.121,0.021,0.00997,0,1.026,15.206656, 1.279370,0,0.52
165.87798499281,-57.77490360429,2.6596,0.0361,-19.321,0.036,2.414,0.032,0.0179,63,2.29,11.158395, 0.695515,0,0.74
165.8344039654,-57.74457929941,2.2365,0.039,0.362,0.043,29.817,0.034,0.0122,0,4.003,13.057022, 0.872929,0,0.54
165.85621100119,-57.72820789718,2.4321,0.0543,-17.511,0.056,2.999,0.046,0.00867,0,1.019,16.820583, 2.198961,0,0.84
165.75204802694,-57.80519975475,1.6061,0.0119,-20.404,0.012,4.55,0.011,0.0163,0,0.965,13.110142, 0.880198,0,0.5
165.66581232527,-57.76166125121,2.3346,0.0234,-16.071,0.026,-2.805,0.023,0.0118,0,0.94,15.185324, 1.688812,0,0.84
165.64819451058,-57.73175543754,3.0358,0.577,-8.548,0.73,2.382,0.667,0.171,0,5.761,17.54177, 1.436855,0,0.82
165.55503273544,-57.72137972264,1.5749,0.2665,-14.021,0.293,6.423,0.266,0.0748,0,3.697,17.388777, 1.471167,0,0.62
165.65516668952,-57.70598013963,1.5843,0.0273,-14.528,0.03,2.268,0.027,0.0146,0,1.278,15.006956, 1.148845,0,0.84
165.63467623307,-57.67822863062,1.8688,0.3881,-6.329,0.413,7.792,0.371,0.1,33,7.778,16.653389, 1.196731,0,0.86
165.61000567364,-57.68947363926,2.1366,0.0156,-10.635,0.017,5.471,0.015,0.0153,0,1.001,14.139074, 1.063948,0,0.84
165.58198218482,-57.68379773548,1.4453,0.0357,-18.497,0.04,1.725,0.037,0.0112,0,0.989,16.084635, 1.491940,0,0.54
165.58708013039,-57.6846293116,2.9001,0.0339,-5.687,0.039,12.331,0.034,0.00721,0,1.018,15.987977, 2.002656,0,0.84
165.68185423268,-57.66356250314,1.7808,0.0365,-14.332,0.04,7.168,0.035,0.00953,0,2.267,10.997348, 0.508409,1,0.84
165.59794046517,-57.63520836686,1.9575,0.3052,-10.35,0.305,3.83,0.265,0.0857,42,6.813,16.642199, 1.730206,0,0.88
165.59505796697,-57.60697752744,1.6083,0.081,-8.143,0.083,3.479,0.075,0.0122,1,1.029,17.640894, 1.972115,0,0.92
165.99362342838,-57.73961892651,1.5142,0.0572,-9.885,0.06,2.916,0.053,0.00977,11,4.137,14.294719, 0.933686,0,0.94
165.9826147909,-57.70633469409,2.0033,0.0103,-21.103,0.01,7.114,0.009,0.0129,0,0.816,12.258656, 0.724225,0,0.74
165.9440968091,-57.69338088514,2.0379,0.0531,-15.687,0.055,3.993,0.045,0.0144,0,1.013,16.843643, 2.064897,0,0.84
166.04385056411,-57.70996352956,2.0155,0.057,-10.008,0.061,5.259,0.048,0.00873,1,1.056,16.866093, 2.341117,0,0.84
166.03390964877,-57.68286034525,1.4366,0.0165,-12.988,0.016,0.972,0.014,0.0111,1,0.806,11.299, 0.724526,0,0.98
166.03671757254,-57.66854180873,3.2938,0.106,-22.269,0.097,-3.267,0.114,0.14,11,1.255,16.778852,         ,0,0.74
166.03634772853,-57.66868238561,3.1219,0.1544,-21.62,0.159,-2.674,0.145,0.221,11,3.373,16.795717, 2.388890,0,0.74
165.90888124793,-57.66672711155,2.5746,0.4428,-4.621,0.423,6.43,0.376,0.0649,66,5.477,17.62405, 1.305306,0,0.86
165.92043706192,-57.65201031656,2.5808,0.5713,-6.307,0.55,3.212,0.505,0.184,50,21.341,16.151003, 0.896356,0,0.82
165.91340897829,-57.642116621,1.6257,0.0225,-11.437,0.023,1.482,0.02,0.0168,0,0.968,15.200469, 1.180764,0,0.84
166.04114662224,-57.62511664787,1.4025,0.0133,-11.444,0.013,4.205,0.012,0.016,0,0.767,11.238544, 0.754865,0,0.68
166.06598389463,-57.60027870615,6.3251,0.0173,-8.206,0.017,-1.635,0.016,0.0117,0,0.935,14.463278, 1.869645,0,0.66
166.10165222332,-57.60960676043,1.9211,0.05,-14.067,0.048,3.785,0.044,0.0107,0,1.047,16.764288, 1.848681,0,0.84
165.9881325028,-57.57327005121,2.4712,0.0138,-15.536,0.013,-0.08,0.013,0.0207,0,0.871,13.437191, 1.162964,0,0.84
165.98733485734,-57.57278294393,2.457,0.0373,-16.13,0.037,-0.321,0.038,0.0139,6,1.33,15.381535, 1.590157,0,0.84
165.97949113592,-57.54046457285,1.5968,0.2309,-12.472,0.232,6.832,0.214,0.0357,53,8.381,15.560351, 1.167798,0,0.62
165.93067350501,-57.5448461168,1.4448,0.1647,-9.834,0.232,5.293,0.194,0.0585,1,1.295,17.62752, 1.525974,0,0.66
165.88610708161,-57.53862461452,2.0875,0.0175,-14.133,0.018,6.653,0.016,0.0214,0,0.839,9.258187, 0.057414,0,0.84
165.79570135612,-57.61949657346,2.3052,0.0647,-9.983,0.071,-2.553,0.061,0.00975,0,1.013,17.080904, 2.563449,0,0.66
165.75643345808,-57.65720517628,1.9169,0.0139,-2.73,0.014,5.255,0.012,0.0137,0,0.817,11.511617, 0.708977,0,0.86
165.74036017682,-57.59581861491,1.4727,0.0723,-11.313,0.074,1.833,0.066,0.0117,0,1.124,17.22084, 2.079861,0,0.94
165.83580458797,-57.63134599058,2.3526,0.1369,-15.279,0.139,5.834,0.128,0.0468,0,1.596,17.669727, 2.418888,0,0.84
165.8320943794,-57.62238351967,1.6545,0.049,-1.577,0.05,11.776,0.044,0.0121,0,1.038,16.62478, 1.766695,0,0.68
165.80610578531,-57.62347180351,2.3002,0.0241,-10.126,0.026,-2.482,0.023,0.0119,0,0.977,15.291151, 1.503030,0,0.66
165.81841873906,-57.59308191299,2.5127,0.0726,-16.822,0.073,-0.6,0.066,0.00774,0,1.069,17.41819, 2.761551,0,0.84
165.73978801494,-57.5641170874,1.6124,0.3311,-5.138,0.322,6.325,0.303,0.0866,67,5.597,17.590137, 1.292740,0,0.64
165.713564208,-57.5553135338,2.0789,0.0751,-10.575,0.075,5.515,0.069,0.0147,1,1.071,17.446238, 2.533516,0,0.84
165.70855484843,-57.55663559906,1.7852,0.0156,-19.728,0.015,-6.427,0.015,0.0101,0,1.305,13.380945, 0.959075,0,0.66
