ra,dec,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,IPDgofha,IPDfmp,ruwe,phot_g_mean_mag,bp_rp,NSS,prob
165.45342597111,-59.24829133957,1.3546,0.0121,-14.556,0.013,2.269,0.012,0.00601,0,0.884,12.459898, 0.571402,0,0.68
165.39485577141,-59.2386647799,2.0078,0.0853,-13.933,0.088,-1.953,0.085,0.00381,0,1.007,17.620163, 2.630600,0,0.84
165.4459151345,-59.22860415301,2.1194,0.0206,-10.262,0.023,5.029,0.023,0.0235,0,0.936,14.734471, 1.236880,0,0.84
165.61951793436,-59.27880819803,1.6061,0.0599,-14.203,0.069,4.208,0.059,0.0141,0,1.519,16.292154, 1.527710,0,0.84
165.62801665804,-59.26154968785,2.1302,0.0474,-9.912,0.053,5.431,0.049,0.0139,1,1.383,16.086126, 1.709604,0,0.84
165.65678290122,-59.23162387811,2.8411,0.6117,-18.693,0.68,-8.052,0.629,0.217,78,7.063,14.875085, 0.992263,0,0.58
165.58588076635,-59.20163933766,1.9141,0.5044,-10.924,0.568,1.25,0.56,0.137,72,6.333,17.97192, 1.362494,0,0.8
165.59063063744,-59.18962446352,1.7998,0.4726,-5.342,0.471,6.194,0.49,0.23,27,5.588,17.894457, 1.496195,0,0.76
165.59090125889,-59.18966984324,1.3724,0.19,-7.572,0.293,2.304,0.406,0.0351,27,1.225,17.937029, 1.469301,0,0.64
165.60676025819,-59.18260174698,2.0725,0.0124,-10.145,0.013,5.162,0.013,0.0164,0,0.922,13.513425, 0.894888,0,0.84
165.50821304534,-59.19178618603,1.4261,0.0711,-20.061,0.074,1.684,0.074,0.00462,0,1.004,17.485256, 2.049290,0,0.56
165.41590011741,-59.20424118081,2.0599,0.0548,-10.369,0.056,5.009,0.058,0.012,0,1.247,16.500328, 2.224311,0,0.84
165.53534467133,-59.17045913328,1.6862,0.0594,-19.01,0.062,9.28,0.06,0.0177,0,0.983,17.138447, 1.957218,0,0.5
165.50781838019,-59.14395242175,1.7337,0.032,-14.394,0.034,6.34,0.032,0.0227,1,2.016,11.790836, 0.610911,0,0.84
165.45012431529,-59.13828416123,2.0802,0.0735,-10.055,0.074,5.65,0.068,0.0328,0,1.012,17.296684, 2.197121,0,0.84
165.45685213378,-59.14052627495,1.6175,0.0124,-20.226,0.013,-5.283,0.012,0.0226,0,0.898,9.980261, 1.464759,0,0.84
165.22072344126,-59.46251338628,2.2609,0.6798,-8.499,0.737,9.621,0.74,0.221,1,10.382,17.002932, 1.440170,0,0.7
165.25823095596,-59.45342030112,2.2014,0.0264,-10.26,0.028,3.945,0.029,0.00725,47,1.413,14.779403, 1.230294,0,0.84
165.27717317875,-59.45467137726,2.1676,0.0711,-9.438,0.073,7.576,0.078,0.0382,58,6.872,13.620479, 0.942446,0,0.84
165.23540803928,-59.42823845591,1.529,0.5025,-9.023,0.678,3.559,0.515,0.0916,33,4.764,17.790188, 1.403667,0,0.62
165.24611553822,-59.4231722968,2.2683,0.0579,-3.188,0.061,6.087,0.062,0.00384,1,1.029,16.972486, 2.163297,0,0.84
165.18078279855,-59.44176898178,1.8626,0.0256,-20.452,0.027,8.689,0.028,0.00926,46,1.917,11.757587, 0.931292,0,0.72
165.17729492819,-59.41021286403,2.7438,0.0346,-22.917,0.04,1.182,0.039,0.0163,0,1.271,15.429544, 1.934268,0,0.74
165.21159218638,-59.38962964295,1.5206,0.0661,-10.096,0.074,2.342,0.075,0.0136,0,1.073,17.114956, 1.924986,0,0.96
165.16826906435,-59.39288813333,1.7634,0.0895,-22.139,0.1,-7.654,0.105,0.00797,0,1.004,17.785004,         ,0,0.66
165.08897543256,-59.40051445694,2.1324,0.0216,-8.551,0.024,13.896,0.022,0.0117,0,0.99,15.013053, 1.293888,0,0.84
165.08456969183,-59.35637374645,1.8817,0.3299,-6.563,0.348,2.923,0.315,0.166,22,6.518,16.595743, 1.828512,0,0.8
165.1391906302,-59.35838556825,1.9859,0.044,-11.013,0.048,8.782,0.048,0.0113,0,1.021,16.43505, 1.669853,0,0.84
165.10516548925,-59.34106725717,2.1126,0.0198,-9.881,0.022,5.448,0.02,0.00539,0,1.411,14.035782, 1.030771,0,0.84
165.08977891013,-59.32703759791,1.4465,0.0236,-14.042,0.026,4.707,0.024,0.00343,0,0.956,15.088236, 1.115707,0,0.54
165.31539336184,-59.39125170759,2.3302,0.0323,-19.22,0.034,2.618,0.034,0.00705,0,1.051,15.848824, 1.758919,0,0.84
165.2221067662,-59.3096969397,2.2171,0.0405,-16.146,0.043,4.559,0.039,0.0023,28,1.216,15.767202, 1.773089,0,0.84
165.25458496172,-59.28336132212,1.7628,0.0339,-21.689,0.038,-6.552,0.035,0.0121,1,3.103,13.114276, 0.879534,1,0.84
165.24225171259,-59.26764035138,1.8889,0.0117,-13.758,0.012,3.916,0.011,0.0139,0,0.894,12.286086, 0.771697,0,0.84
165.25915002313,-59.27293938958,1.5454,0.1678,-7.575,0.175,3.57,0.162,0.0257,6,2.061,17.73899, 1.287935,0,0.86
165.16602080113,-59.31258725346,2.1156,0.0166,-12.002,0.017,-4.901,0.016,0.0144,0,0.905,13.879329, 1.033015,0,0.6
165.13825169648,-59.28150246645,2.1422,0.4081,-9.369,0.438,7.88,0.414,0.0292,11,7.718,17.167185, 1.079865,0,0.84
165.20437540627,-59.26054991375,2.5063,0.3496,-5.013,0.438,7.318,0.396,0.0437,13,3.316,17.964039, 1.343996,0,0.84
165.13715569625,-59.26021591928,1.9905,0.2297,-15.159,0.24,3.727,0.22,0.0817,0,2.255,17.940283, 1.920797,0,0.84
165.13681837987,-59.2559065411,4.0518,0.7883,-0.96,0.763,7.357,0.687,0.151,59,10.246,14.615653,         ,0,0.82
165.14310429328,-59.23651063158,1.7657,0.0196,-12.928,0.02,6.186,0.018,0.00927,13,1.528,13.802425, 1.014317,0,0.84
165.03593343902,-59.37467497638,4.489,0.6935,4.687,0.763,7.915,0.724,0.113,13,9.821,17.649563, 1.332386,0,0.84
165.0505504734,-59.34465390055,2.4948,0.3412,-3.572,0.381,5.64,0.36,0.0481,8,4.054,17.66283, 2.470383,0,0.84
165.00309708364,-59.32435447946,1.1857,0.0378,-19.035,0.042,-3.566,0.039,0.00986,9,1.149,15.916778, 1.462825,0,0.62
165.00265561204,-59.325022852,1.2966,0.043,-19.07,0.047,-3.243,0.046,0.00868,0,1.001,16.520512, 1.551128,0,0.66
165.05262019823,-59.32678057896,2.0702,0.0992,-10.14,0.111,5.453,0.1,0.00864,0,0.973,17.978262, 2.438292,0,0.84
165.07014451158,-59.30493576419,2.0988,0.4589,-4.472,0.531,6.861,0.465,0.0412,6,4.668,17.960087, 1.399864,0,0.8
165.06089263659,-59.2976239333,2.1127,0.0161,-10.17,0.019,5.165,0.015,0.0155,0,0.953,14.07598, 1.025039,0,0.84
165.04552945115,-59.30687840324,2.0827,0.0593,-10.629,0.091,4.755,0.124,0.0496,0,1.105,16.504478,         ,0,0.84
165.05191619002,-59.30492237249,1.863,0.3447,-6.607,0.418,8.32,0.356,0.189,7,2.587,17.876535,         ,0,0.72
165.05441443616,-59.257182207,1.7842,0.053,-13.783,0.058,5.606,0.056,0.00459,0,0.95,16.939089, 2.285719,0,0.84
165.04194696666,-59.24924501263,1.8363,0.2734,-3.904,0.299,1.981,0.275,0.0958,26,4.192,17.493685, 1.171566,0,0.56
165.0181505788,-59.23806690857,1.3988,0.064,-9.299,0.07,3.137,0.068,0.00452,0,1.08,17.262188, 1.851871,0,0.9
165.0297208024,-59.22264343311,2.4569,0.3359,-6.652,0.373,3.259,0.336,0.124,72,12.898,15.582076, 0.999649,0,0.84
165.1253189894,-59.2027588872,2.1405,0.035,-10.438,0.036,5.534,0.033,0.00963,0,1.037,16.053988, 1.698617,0,0.84
165.07418333552,-59.19543048226,1.3445,0.0468,-11.116,0.051,3.943,0.047,0.0124,0,1.03,16.70816, 1.587047,0,0.54
165.0210263281,-59.19685090777,1.497,0.0825,-20.511,0.088,1.998,0.083,0.00629,0,1.045,17.670727, 2.090626,0,0.56
164.92439855262,-59.22804186556,2.1392,0.7094,-4.828,0.586,1.4,0.671,0.219,5,2.975,17.906477,         ,0,0.66
164.97699773983,-59.21647816801,1.4448,0.0464,-10.05,0.051,3.795,0.047,0.0099,1,0.964,16.728815, 1.715424,0,0.92
164.89050312948,-59.16107569389,2.1304,0.0574,-9.919,0.06,5.247,0.057,0.00606,0,1.085,17.031952, 2.011681,0,0.84
164.97353205354,-59.18089958246,2.2323,0.0547,-15.31,0.052,12.548,0.052,0.0111,18,2.724,14.724534, 1.540606,0,0.84
164.95142749448,-59.16846855796,2.1649,0.0758,-9.826,0.079,5.582,0.077,0.00758,1,1.058,17.420738, 2.264637,0,0.84
165.30562288821,-59.2647831058,2.1676,0.0327,-7.44,0.033,1.039,0.031,0.0134,0,0.933,15.789457, 1.605497,0,0.84
165.36207475533,-59.22215780604,2.0158,0.0133,-10.256,0.014,6.084,0.014,0.0277,0,0.963,12.146882, 0.691546,0,0.84
165.35030690179,-59.22001613817,1.476,0.2937,-11.23,0.307,7.755,0.314,0.106,0,4.46,17.31137, 1.353346,0,0.54
165.30012631967,-59.20656110195,2.0281,0.0357,-10.532,0.038,5.388,0.038,0.0107,0,0.979,15.97873, 1.674485,0,0.84
165.30832899449,-59.18957307861,1.2875,0.4187,-7.426,0.431,4.651,0.423,0.0979,0,9.218,16.466972, 0.884615,0,0.56
165.29354780085,-59.17256954554,1.7569,0.0425,-7.658,0.046,2.975,0.044,0.0178,0,0.953,16.530792, 1.659192,0,0.86
165.31150562874,-59.16729432257,1.6056,0.0715,-3.685,0.073,11.26,0.072,0.016,15,2.46,15.929522, 1.424974,0,0.68
165.23313528948,-59.19351879661,2.081,0.0141,-9.715,0.014,5.219,0.014,0.0132,0,0.948,13.67769, 0.933969,0,0.84
165.23041322954,-59.19076075429,2.0659,0.0915,-9.709,0.094,5.942,0.09,0.00999,0,0.959,17.882372, 2.420795,0,0.84
165.20829296672,-59.18184818829,2.1105,0.0165,-10.2,0.017,5.782,0.015,0.019,0,0.828,9.852815, 0.168294,0,0.84
165.23995032282,-59.16458853462,2.0653,0.0363,-10.563,0.038,5.336,0.035,0.0117,0,1.031,16.161268, 1.740139,0,0.84
165.23991978382,-59.1416386011,1.7992,0.0393,-9.72,0.04,6.249,0.039,0.00703,0,1.09,16.212627, 1.946244,0,0.84
165.30329883675,-59.15274021369,1.5373,0.075,-9.346,0.079,2.974,0.08,0.0285,4,1.224,17.23946, 2.026000,0,0.98
165.31275562767,-59.15824268678,1.8867,0.5736,-15.259,0.616,-4.289,0.593,0.15,23,5.877,17.819984, 1.793617,0,0.6
165.38814630119,-59.13836389464,1.9429,0.6131,-8.875,0.676,-1.433,0.652,0.231,50,17.191,16.445896, 1.291335,0,0.5
165.39504294521,-59.11717280153,2.0943,0.0344,-10.908,0.034,5.222,0.035,0.0177,0,1.04,15.955885, 1.673530,0,0.84
165.34680122821,-59.11504015187,1.5705,0.4033,-5.463,0.433,2.546,0.403,0.111,2,15.39,15.394487, 1.081697,0,0.58
165.37001228355,-59.07693513465,2.086,0.0166,-10.296,0.017,5.181,0.016,0.0307,0,0.979,14.26136, 1.073628,0,0.84
165.29945391795,-59.08597202189,2.0771,0.0138,-9.933,0.014,5.975,0.013,0.0249,0,0.711,11.307338, 0.451969,0,0.84
165.24868243752,-59.0381918734,1.1239,0.0152,-18.113,0.016,-2.318,0.015,0.0182,0,0.961,14.225834, 0.857553,0,0.6
165.23145773271,-59.02689023831,2.0261,0.0567,-10.382,0.061,5.711,0.053,0.0139,0,1.049,16.91049, 2.063607,0,0.84
165.12431436683,-59.14773058002,1.7659,0.0864,-9.723,0.089,4.993,0.086,0.00917,0,1.003,17.763102, 2.309115,0,0.86
165.10533695644,-59.13512246863,2.1605,0.0849,-10.52,0.089,5.936,0.085,0.0157,0,1.015,17.761435, 2.616796,0,0.84
165.0363619154,-59.1592495952,1.4328,0.3721,-12.012,0.374,5.295,0.357,0.0904,17,27.564,13.708374, 1.136272,0,0.54
165.03388860399,-59.15674699704,2.1284,0.0269,-10.261,0.027,5.235,0.026,0.0083,0,0.92,15.533272, 1.510406,0,0.84
165.1589837121,-59.10364217026,1.9646,0.1075,-9.917,0.115,4.949,0.101,0.00406,0,1.011,17.945078, 2.515413,0,0.84
165.1334242975,-59.1044103911,3.2414,0.1027,-18.083,0.107,7.3,0.106,0.0114,0,0.994,17.940102, 2.795868,0,0.74
165.10543433469,-59.11421920204,2.5673,0.0142,-18.746,0.014,-1.513,0.014,0.0169,0,1.023,13.663424, 1.287134,0,0.84
165.09313063497,-59.11434492746,1.8399,0.5193,1.366,0.527,10.169,0.481,0.132,60,28.976,14.808271, 0.768676,0,0.7
165.02417145666,-59.10997626202,2.4734,0.0854,-16.798,0.088,1.327,0.077,0.019,1,6.196,12.820234, 1.100637,0,0.84
164.96869781213,-59.0797186132,1.9383,0.2957,-7.668,0.31,6.581,0.283,0.107,30,5.095,17.088324, 1.387976,0,0.84
165.03280525752,-59.07055156098,2.2155,0.0548,-10.515,0.056,5.539,0.051,0.0128,0,0.994,16.910883, 2.108371,0,0.84
165.04237187516,-59.06202245299,2.0201,0.1111,-9.734,0.111,6.88,0.11,0.00873,3,2.275,16.88402, 1.834855,0,0.84
164.99088651735,-59.06695738798,1.8427,0.0132,-9.573,0.014,4.775,0.013,0.023,0,0.917,13.442356, 0.905559,0,0.84
164.93670979801,-59.06010462731,1.8841,0.1919,-10.783,0.191,6.031,0.182,0.0658,0,1.937,17.913914, 2.396400,0,0.86
164.97648824292,-59.0408018477,2.1438,0.7942,-5.416,0.833,5.562,0.73,0.212,12,7.028,17.989027, 2.269260,0,0.66
165.15660756268,-59.09124122839,1.5223,0.0148,-2.333,0.015,7.314,0.014,0.0151,0,0.924,14.020428, 0.973313,0,0.72
165.1484633134,-59.07484440641,1.9251,0.0386,-10.637,0.039,8.216,0.038,0.0183,0,3.004,12.450272, 0.824985,0,0.84
165.14294174749,-59.07080017204,1.6347,0.0465,-4.063,0.047,5.825,0.045,0.0155,0,1.042,16.595095, 1.786712,0,0.94
165.16419831535,-59.06715104779,2.0023,0.0221,-10.096,0.023,5.513,0.021,0.0173,3,0.958,15.114924, 1.333312,0,0.84
165.10152061411,-59.07204296781,1.7571,0.0665,-13.748,0.065,-2.881,0.064,0.00567,1,1.044,17.169632, 2.010914,0,0.74
165.10116179803,-59.02296432929,1.5791,0.039,-11.161,0.04,4.479,0.037,0.0206,0,0.985,16.234035, 1.537189,0,0.88
165.17144500222,-59.00470443582,1.9544,0.116,-12.008,0.117,5.454,0.105,0.0261,0,1.084,17.881132, 2.448444,0,0.84
165.12806948715,-59.01913356336,1.9393,0.0233,-13.822,0.024,9.713,0.022,0.0267,0,0.967,14.963331, 1.260025,0,0.84
165.14336300923,-59.01740992295,2.0147,0.0665,-10.625,0.068,6.103,0.061,0.0342,0,0.973,17.219536, 2.407734,0,0.84
165.06611728078,-59.03445737973,1.2942,0.0572,-11.691,0.058,1.295,0.051,0.0197,0,1.125,16.821754, 1.795062,0,0.8
165.07230657626,-59.02199258124,2.2714,0.0148,-18.543,0.015,9.704,0.014,0.0245,0,0.828,11.35006, 0.616148,0,0.78
165.08022584583,-59.00401950987,3.6554,0.5677,-9.437,0.611,9.818,0.508,0.215,56,10.561,16.734724, 1.292625,0,0.8
165.09723813089,-58.98306482629,2.1679,0.0243,-10.392,0.025,5.377,0.024,0.0292,0,0.959,7.954966, 0.080372,0,0.84
165.06451793804,-58.95141688448,1.2747,0.0148,-8.841,0.015,1.824,0.014,0.0269,0,0.967,14.1001, 0.831775,0,0.56
164.98923474593,-58.95291643728,1.8927,0.0405,-21.533,0.042,3.282,0.043,0.0191,0,1.01,16.387245, 1.873175,0,0.84
166.73178396812,-59.58640700511,2.2575,0.0874,-10.411,0.091,5.0,0.083,0.0123,1,1.093,17.793667, 2.304079,0,0.84
166.84797322095,-59.61648709497,1.7493,0.0111,-11.772,0.012,3.361,0.011,0.0221,0,0.865,12.871253, 0.731502,0,0.84
166.80201880692,-59.59135608636,3.597,0.068,-6.089,0.072,5.037,0.064,0.0189,0,0.991,17.493626, 2.598106,0,0.84
166.80126182625,-59.57969475194,1.6795,0.0205,-12.327,0.022,6.015,0.019,0.021,0,1.013,14.997234, 1.242258,0,0.84
166.80234292843,-59.57943075124,1.6158,0.0265,-12.331,0.028,5.886,0.024,0.0176,1,1.183,15.307961, 1.375064,0,0.84
166.78344092993,-59.54933044736,2.0448,0.0156,-10.21,0.017,5.175,0.015,0.0184,0,0.92,14.453334, 1.122207,0,0.84
166.77424907027,-59.5590273325,2.07,0.0202,-10.776,0.021,5.362,0.02,0.0247,20,1.451,14.316421, 1.142899,0,0.84
166.70714538257,-59.58788430108,2.2104,0.3667,-4.624,0.382,1.603,0.321,0.185,69,6.353,17.378206, 2.106656,0,0.76
166.72067501605,-59.60017563706,2.072,0.0113,-10.408,0.011,4.763,0.011,0.0211,0,0.697,11.53789, 0.683227,0,0.84
166.63799400099,-59.59614332022,1.7282,0.0482,-22.561,0.05,3.467,0.047,0.0149,1,1.01,16.853977, 2.188965,0,0.82
166.70035263613,-59.56627490577,1.4825,0.0152,-20.812,0.016,-1.045,0.014,0.013,0,0.973,8.603189, 2.009934,0,0.82
166.85284156428,-59.52195937835,1.9549,0.0387,-10.337,0.04,4.74,0.037,0.0154,0,1.039,16.350847, 1.819856,0,0.84
166.84685533549,-59.52826998919,2.0333,0.0521,-20.927,0.053,6.005,0.05,0.0138,0,1.02,16.86806, 2.087769,0,0.78
166.81326927604,-59.551999686,1.9971,0.3138,-7.188,0.35,3.166,0.282,0.143,43,5.635,17.926113, 1.372595,0,0.84
166.75859139662,-59.53694519934,2.0095,0.0188,-11.585,0.02,3.931,0.018,0.0218,1,0.994,14.901734, 1.258275,0,0.84
166.88033861358,-59.51098502711,1.4791,0.0114,-4.954,0.012,4.682,0.012,0.019,0,0.786,11.84259, 0.605166,0,0.68
166.85538968299,-59.48942015111,2.2621,0.0384,-1.441,0.039,0.783,0.035,0.00944,0,1.022,16.372322, 1.839919,0,0.54
166.85357226389,-59.46734227268,2.0292,0.0837,-10.306,0.086,4.957,0.075,0.00924,1,1.142,17.526093, 2.405453,0,0.84
166.68238891527,-59.49037340004,1.2294,0.0119,-11.004,0.013,1.08,0.012,0.0276,0,1.002,13.54867, 0.874621,0,0.58
166.69670394189,-59.47461875417,1.5468,0.331,-10.681,0.378,5.308,0.353,0.155,14,9.129,16.513594, 1.508969,0,0.64
166.67616146051,-59.46431556808,1.6413,0.3779,-4.75,0.451,2.742,0.354,0.137,51,7.089,17.00537, 1.533302,0,0.58
166.65556300434,-59.45664020926,2.0603,0.4091,-8.272,0.465,11.322,0.397,0.114,76,14.075,15.757204, 1.134748,0,0.7
166.7374282885,-59.45805154244,1.6055,0.035,-10.845,0.039,2.553,0.033,0.0232,0,1.023,16.241674, 1.993591,0,0.84
166.77119318367,-59.44267080324,2.1425,0.0528,-10.699,0.065,5.374,0.052,0.0342,75,4.852,12.061742, 0.703974,0,0.84
166.7394784237,-59.43486013111,3.605,0.0656,-5.152,0.077,-4.293,0.068,0.0232,0,5.333,12.354559, 0.968530,1,0.62
166.7037566981,-59.45713815788,1.7597,0.041,-11.306,0.046,3.889,0.039,0.0224,0,0.991,16.587683, 1.799659,0,0.84
166.67773173655,-59.4376172186,4.8004,0.083,-0.541,0.099,-0.865,0.114,0.0144,1,1.033,17.428774,         ,0,0.66
166.71170052325,-59.40916325908,1.3138,0.0217,-10.331,0.025,2.018,0.021,0.0241,0,1.025,15.219696, 1.089678,0,0.86
166.52078322744,-59.51273731112,2.1956,0.0368,-10.608,0.038,5.334,0.035,0.0233,0,0.999,16.256657, 1.786610,0,0.84
166.62854021247,-59.50077035422,1.4479,0.0262,-6.914,0.029,9.366,0.026,0.0217,1,0.941,15.607862, 1.322113,0,0.66
166.58820536918,-59.48623588414,2.1263,0.0137,-19.427,0.015,1.776,0.013,0.0243,0,1.206,13.41938, 1.095733,0,0.84
166.47095982044,-59.48794841441,2.2059,0.0738,-10.784,0.078,4.824,0.078,0.0269,0,1.009,17.519125, 2.364241,0,0.84
166.44813849119,-59.4789540951,2.0819,0.0444,-10.372,0.047,5.141,0.046,0.019,0,1.052,16.631605, 1.920612,0,0.84
166.40996431344,-59.48205904883,2.3156,0.0453,-9.641,0.046,4.817,0.044,0.016,0,1.017,16.603598, 1.948729,0,0.84
166.37959575137,-59.4715103786,1.7386,0.049,-3.774,0.053,4.416,0.048,0.0174,0,1.063,16.77368, 1.804223,0,0.98
166.43071229308,-59.46981354746,3.7587,0.5601,-9.546,0.612,6.964,0.563,0.172,47,10.015,17.799274, 1.357657,0,0.76
166.42574678154,-59.46409424056,2.0529,0.1082,-10.332,0.116,5.327,0.092,0.019,0,0.945,17.937918, 2.472578,0,0.84
166.49203555677,-59.47961478931,3.5967,0.1315,9.367,0.135,5.251,0.137,0.0199,11,1.379,17.856316, 2.463882,0,0.66
166.47189747733,-59.45987080439,1.3884,0.0308,-17.003,0.032,-0.411,0.031,0.0211,1,0.985,15.836986, 1.604999,0,0.72
166.42979982937,-59.43378986471,3.0109,0.038,-4.583,0.04,-2.537,0.037,0.0163,2,1.056,15.941246, 2.019914,0,0.6
166.59101455222,-59.44299084974,1.8956,0.0117,-11.815,0.013,3.675,0.011,0.027,0,0.895,13.092801, 0.782797,0,0.84
166.62081186609,-59.38661744632,1.9994,0.0638,-10.239,0.069,5.426,0.06,0.0139,0,1.079,17.196054, 2.157948,0,0.84
166.59266797473,-59.39761759646,1.8541,0.1775,-11.896,0.202,2.609,0.179,0.0715,7,5.246,16.21292, 1.884020,0,0.84
166.57042725839,-59.35787625978,2.3111,0.0817,-10.604,0.097,5.568,0.08,0.0439,0,6.074,14.418026, 1.359536,0,0.84
166.46281041337,-59.33027982412,2.0858,0.019,-7.581,0.022,4.268,0.02,0.0364,0,0.809,9.15703, 0.068372,0,0.84
166.46126017892,-59.33016022942,2.0509,0.0252,-9.512,0.027,5.606,0.025,0.0261,0,1.028,11.026478,         ,0,0.84
166.89827913994,-59.46916016401,3.187,0.4599,-11.984,0.477,-2.489,0.395,0.107,35,11.408,16.66141, 2.319253,0,0.74
166.89007857817,-59.44616648182,4.5193,0.0122,0.449,0.013,6.863,0.011,0.0168,0,0.824,13.238581, 1.266425,0,0.84
166.8411249816,-59.4159302029,2.03,0.0651,-10.285,0.073,5.2,0.059,0.032,24,1.137,17.078045, 1.982806,0,0.84
166.81413332323,-59.39638751483,2.0793,0.0119,-10.027,0.013,4.888,0.011,0.0278,0,0.911,13.122598, 0.828710,0,0.84
166.87579007536,-59.41044726711,2.2798,0.0777,-15.251,0.08,-1.857,0.072,0.0224,0,1.005,17.555582, 2.723295,0,0.84
166.89440437403,-59.39222572012,1.9152,0.0521,-18.855,0.056,1.254,0.047,0.0244,0,1.057,16.852732, 1.972645,0,0.84
166.84330076226,-59.39362319658,1.4679,0.0544,-3.963,0.059,9.372,0.051,0.024,0,1.075,16.916529, 1.858495,0,0.68
166.75668066909,-59.41900165684,3.3279,0.0788,-11.899,0.088,1.474,0.075,0.0126,0,0.971,17.585855, 2.713850,0,0.84
166.75812355261,-59.37814487496,2.0953,0.0118,-10.899,0.013,5.05,0.011,0.0241,0,0.794,10.734116, 0.351163,0,0.84
166.73102259942,-59.41094007861,2.1241,0.0165,-10.105,0.019,4.794,0.016,0.0292,0,0.893,9.991201, 0.156530,0,0.84
166.6860736542,-59.38397549145,1.8431,0.1397,-10.464,0.199,4.981,0.156,0.0107,8,1.668,17.538113, 2.021147,0,0.84
166.72444030945,-59.37514715866,1.3909,0.0643,-12.394,0.07,2.931,0.062,0.0177,0,0.938,17.38766, 2.090153,0,0.84
166.73422949863,-59.37389912722,2.1363,0.0974,-10.461,0.106,5.051,0.087,0.023,0,1.001,17.99992, 2.598339,0,0.84
166.80278648505,-59.35985176665,1.9564,0.0527,-10.122,0.059,4.818,0.048,0.018,44,3.687,13.902719, 1.046642,0,0.84
166.74713938057,-59.35718999102,2.0953,0.0196,-10.416,0.022,4.962,0.018,0.0225,0,0.961,14.799459, 1.244434,0,0.84
166.83920467096,-59.34279049058,2.0487,0.0576,-10.461,0.062,4.91,0.053,0.0382,0,2.038,15.720893, 1.837935,0,0.84
166.96846572766,-59.33013804958,2.1274,0.0256,-9.764,0.028,5.166,0.024,0.017,0,1.942,12.279065, 0.796925,0,0.84
166.96330955376,-59.3123773889,1.9457,0.1587,-14.611,0.172,1.96,0.154,0.0706,20,10.476,11.683017, 0.713249,0,0.84
166.89118760668,-59.30629053236,1.2633,0.6249,-4.058,0.677,6.143,0.586,0.27,24,6.556,17.971952, 1.380745,0,0.58
166.81596209208,-59.33688741234,1.2547,0.0158,-16.967,0.017,1.007,0.014,0.024,0,1.16,13.933818, 0.932768,0,0.56
166.76770861744,-59.31545485042,1.5017,0.0639,-10.086,0.066,-1.496,0.058,0.0112,0,1.708,16.363071, 1.813072,0,0.6
166.75620256998,-59.28931452392,2.1327,0.0667,2.575,0.068,5.616,0.06,0.0189,0,0.952,17.195541, 2.111343,0,0.74
166.80311207942,-59.22579563519,1.7093,0.2651,-6.304,0.282,1.156,0.206,0.142,19,2.543,17.72309, 1.195404,0,0.74
166.81043825436,-59.23058693681,1.8694,0.0231,-13.455,0.024,1.814,0.021,0.018,0,0.975,15.121991, 1.267501,0,0.84
166.61794507927,-59.35342250811,1.5002,0.0145,-11.418,0.017,4.551,0.014,0.0275,0,0.985,12.959498, 0.847769,0,0.98
166.66750660268,-59.30802625246,2.5908,0.6672,-7.484,0.706,1.975,0.641,0.304,67,15.936,16.99657, 1.306004,0,0.8
166.63336220213,-59.309210412,2.0246,0.043,-10.444,0.045,5.514,0.039,0.0281,0,2.292,10.286251, 0.217702,0,0.84
166.55282964132,-59.34125355942,2.1469,0.0535,-10.432,0.059,5.428,0.05,0.0162,0,0.941,16.918465, 2.074824,0,0.84
166.55303210025,-59.30189038208,2.0929,0.0494,-3.57,0.055,11.479,0.051,0.0252,0,1.021,16.829845, 2.064251,0,0.84
166.47920937675,-59.29931256004,1.4461,0.0929,-18.491,0.099,-1.119,0.092,0.0459,0,1.634,17.038033, 1.904516,0,0.74
166.47392271907,-59.29000719747,2.0508,0.0612,-10.632,0.062,5.687,0.062,0.0224,0,0.956,17.121214, 2.124680,0,0.84
166.5443115442,-59.26924322987,1.9357,0.5047,-12.815,0.55,1.694,0.475,0.151,3,5.184,17.772312, 2.072876,0,0.8
166.58369980014,-59.25745587168,2.3473,0.015,-14.7,0.017,4.825,0.014,0.0199,0,0.896,13.966393, 1.126598,0,0.84
166.72569501797,-59.24858012336,1.9673,0.0289,-10.232,0.031,5.715,0.027,0.021,0,1.926,12.894469, 0.782348,1,0.84
166.66772462254,-59.25416356542,2.0543,0.0188,-9.941,0.021,4.837,0.018,0.0178,0,0.909,14.686237, 1.194310,0,0.84
166.63801870195,-59.21389386525,1.6016,0.017,-12.962,0.018,6.707,0.017,0.023,0,0.921,14.429832, 1.000309,0,0.84
166.73513448131,-59.23126122209,2.2278,0.0761,-10.502,0.081,4.45,0.066,0.00928,5,2.113,16.405474, 2.219733,0,0.84
166.72513502008,-59.23165052432,2.1242,0.0751,-10.162,0.076,5.394,0.064,0.00995,0,0.946,17.320978, 2.239220,0,0.84
166.67971726635,-59.19434935886,2.1527,0.0136,-10.466,0.015,5.495,0.015,0.0232,0,0.83,10.650527, 0.289356,0,0.84
166.65690042471,-59.17818743489,2.1286,0.0205,-10.645,0.021,4.653,0.021,0.0244,0,1.029,14.894782, 1.273382,0,0.84
166.6004315241,-59.21928451485,3.044,0.76,-8.754,0.788,5.807,0.723,0.223,47,14.478,16.525425, 1.196072,0,0.8
