ra,dec,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,IPDgofha,IPDfmp,ruwe,phot_g_mean_mag,bp_rp,VarFlag,NSS,RAJ2000,DEJ2000,prob
132.97422668947,12.51607059513,1.1798,0.084,-14.505,0.088,0.049,0.062, 8.25e-03,  1,1.01,17.199171, 1.611242,NOT_AVAILABLE,0,132.97429272372, 12.51607037845,0.92
132.9746579449,12.51598073093,1.5573,0.7978,-14.853,0.811,-0.107,0.515, 5.66e-02,  3,1.002,20.349707,         ,NOT_AVAILABLE,0,132.97472556373, 12.51598120462,0.9
132.97469149108,12.50712633025,3.764,0.0187,2.442,0.019,17.783,0.014, 1.29e-02,  0,1.124,11.936795, 0.827080,NOT_AVAILABLE,0,132.97468037508, 12.50704729670,0.56
132.96516782412,12.53122313293,1.6132,0.1998,-13.298,0.216,-3.552,0.143, 2.40e-02,  0,1.013,18.677525, 2.425198,NOT_AVAILABLE,0,132.96522836938, 12.53123891865,0.92
132.96938691942,12.5426932063,2.3795,0.1971,-11.387,0.214,-8.242,0.14, 1.08e-02,  0,1.011,18.626328, 2.577656,NOT_AVAILABLE,0,132.96943876410, 12.54272983529,0.92
132.82704109851,12.43207660634,0.8712,0.0173,-17.399,0.018,-5.504,0.013, 2.43e-02,  0,0.921,13.539439, 0.950416,NOT_AVAILABLE,0,132.82712028605, 12.43210106957,0.92
132.81557238824,12.45045384509,1.2687,0.6443,-9.622,0.658,-3.465,0.456, 3.13e-02,  1,1.062,20.017712, 2.047014,NOT_AVAILABLE,0,132.81561618437, 12.45046924357,0.54
132.81081245109,12.44508937666,1.3781,0.3469,-10.906,0.362,-11.559,0.246, 2.97e-02,  0,0.954,19.286710, 2.349657,NOT_AVAILABLE,0,132.81086208822, 12.44514075024,0.76
132.82364888899,12.46146747963,0.8794,0.0197,-17.399,0.02,-5.501,0.014, 3.15e-02,  0,0.897,13.766075, 0.733775,NOT_AVAILABLE,0,132.82372808165, 12.46149192819,0.92
132.79708069091,12.46345488391,2.544,0.0194,-14.258,0.02,4.221,0.014, 3.32e-02,  0,0.905,13.724224, 1.037032,NOT_AVAILABLE,0,132.79714559074, 12.46343612511,0.92
132.840252316,12.47469224989,1.2179,0.4771,-11.369,0.491,-2.66,0.348, 1.38e-02,  0,1.024,19.626865, 2.362589,NOT_AVAILABLE,0,132.84030406719, 12.47470407374,0.8
132.85526447596,12.50702815708,2.5356,0.2025,-13.23,0.207,-6.936,0.15, 2.99e-02,  0,1.006,18.445095, 2.611662,NOT_AVAILABLE,0,132.85532470585, 12.50705898342,0.9
132.75607215936,12.47924802529,1.1706,0.0236,-11.063,0.026,-2.74,0.018, 5.09e-02,  0,1.091,14.496150, 0.861527,NOT_AVAILABLE,0,132.75612251938, 12.47926020377,0.82
132.75323089088,12.49091466302,1.0547,0.1753,-12.723,0.194,4.128,0.125, 4.37e-02,  1,1.041,18.188776, 1.797611,NOT_AVAILABLE,0,132.75328880918, 12.49089631716,0.86
132.76894737176,12.50622981646,3.3395,0.5113,-10.471,0.544,-8.827,0.361, 6.46e-03,  0,1.041,19.633291, 2.386640,NOT_AVAILABLE,0,132.76899504218, 12.50626904937,0.78
132.82065899279,12.52108462669,2.1736,0.4202,-9.899,0.457,-3.605,0.301, 2.65e-02,  0,0.99,19.458242, 2.510603,NOT_AVAILABLE,0,132.82070405994, 12.52110064953,0.88
132.81069771195,12.5239884817,1.2605,0.1229,-11.134,0.131,-3.054,0.082, 2.47e-02,  0,1.022,17.567574, 1.837746,NOT_AVAILABLE,0,132.81074840080, 12.52400205582,0.78
132.80547588585,12.53681303218,1.1541,0.4775,-11.616,0.533,1.101,0.33, 8.88e-02,  0,0.996,19.585161, 2.650110,NOT_AVAILABLE,0,132.80552877548, 12.53680813920,0.74
132.89104705466,12.50292635509,1.8539,0.5464,-6.428,0.601,-0.529,0.415, 1.51e-01,  0,1.309,19.526339, 2.171280,NOT_AVAILABLE,0,132.89107631672, 12.50292870756,0.5
132.85670346208,12.51592577807,1.1544,0.0876,-10.76,0.087,-2.95,0.06, 3.70e-02,  0,1.018,17.070616, 1.640648,NOT_AVAILABLE,0,132.85675244713, 12.51593888870,0.66
132.88091976997,12.54591268593,1.8206,1.2466,-16.534,1.441,-25.308,1.28, 6.63e-02,  0,1.067,20.685904, 2.211119,NOT_AVAILABLE,0,132.88099505373, 12.54602516512,0.54
132.9503689177,12.53961648203,3.6301,0.4161,-5.755,0.452,-15.116,0.294, 2.22e-02,  0,1.035,19.703516, 2.514204,NOT_AVAILABLE,0,132.95039512212, 12.53968366476,0.54
132.94869488951,12.56210747122,0.9494,0.2135,-12.307,0.233,-3.196,0.155, 2.42e-02,  0,1.064,18.699099, 2.129782,NOT_AVAILABLE,0,132.94875093092, 12.56212167687,0.54
132.92293109301,12.55552195325,3.1267,0.112,-11.275,0.12,-6.272,0.089, 8.30e-03,  0,0.981,17.564180, 2.373524,NOT_AVAILABLE,0,132.92298243035, 12.55554983102,0.84
132.83171164695,12.5462659492,1.7614,0.0289,-16.262,0.032,-5.162,0.021, 3.30e-02,  0,1.058,14.539912, 1.185181,NOT_AVAILABLE,0,132.83178568973, 12.54628889238,0.92
132.89833808593,12.60231941972,0.8932,0.2042,-13.228,0.211,-3.882,0.144, 2.19e-02,  0,1.029,18.501558, 2.248457,NOT_AVAILABLE,0,132.89839832747, 12.60233667132,0.52
132.88783567511,12.63188033971,0.8404,0.099,-13.316,0.108,5.887,0.071, 1.20e-02,  0,1.025,17.413462, 1.739471,NOT_AVAILABLE,0,132.88789632763, 12.63185417665,0.6
133.56480392687,12.05326475471,1.983,0.0195,-14.235,0.021,-3.654,0.014, 3.59e-02,  0,1.006,13.753602, 0.937061,NOT_AVAILABLE,0,133.56486862089, 12.05328099497,0.92
133.56844627322,12.06776844639,1.1927,0.0537,-20.199,0.057,9.225,0.04, 2.22e-02,  0,3.069,13.408762, 0.921993,NOT_AVAILABLE,1,133.56853807477, 12.06772744558,0.92
133.65193875605,12.14821509714,1.4434,0.0627,-14.805,0.066,-11.318,0.049, 1.68e-02,  0,0.995,16.497496, 1.676147,NOT_AVAILABLE,0,133.65200606519, 12.14826540150,0.78
133.71170349277,12.18513810763,2.6724,0.2813,-8.484,0.269,0.857,0.184, 7.72e-02, 17,1.797,17.900883, 1.807568,NOT_AVAILABLE,0,133.71174206978, 12.18513429955,0.58
133.7282742183,12.18220943539,1.3024,0.1695,-15.035,0.167,1.728,0.122, 3.71e-02,  0,0.985,18.214823, 1.822308,NOT_AVAILABLE,0,133.72834258120, 12.18220175622,0.64
133.65657225589,12.1613721324,1.6682,0.4346,-14.746,0.464,-1.043,0.377, 6.62e-02,  0,1.314,19.169983, 2.547331,NOT_AVAILABLE,0,133.65663929847, 12.16137676753,0.8
133.70550503301,12.21647799776,1.9482,0.2717,-17.356,0.267,4.263,0.189, 3.19e-02,  0,0.991,18.815086, 2.555193,NOT_AVAILABLE,0,133.70558395932, 12.21645904935,0.9
133.49581348486,12.14100867105,2.3932,0.1308,-19.626,0.14,-3.32,0.094, 1.86e-02,  0,1.089,17.599754, 2.480354,NOT_AVAILABLE,0,133.49590270885, 12.14102342837,0.86
133.49633200637,12.14690305304,5.1335,0.9396,-3.933,1.115,-7.465,0.792, 3.23e-02,  0,1.086,20.603054, 2.307848,NOT_AVAILABLE,0,133.49634988882, 12.14693623176,0.68
133.54564868507,12.14469229011,4.7689,0.4287,-0.471,0.462,-3.78,0.341, 2.61e-02,  0,1.026,19.541570, 2.884502,NOT_AVAILABLE,0,133.54565082591, 12.14470908846,0.68
133.44804285652,12.15319373489,3.3605,0.2754,-21.432,0.304,2.465,0.231, 6.18e-03,  0,0.998,19.154146, 3.010099,NOT_AVAILABLE,0,133.44814029184, 12.15318277945,0.84
133.48740875169,12.17881243402,2.1789,1.5409,-11.67,1.597,-3.35,1.259, 3.65e-01,  0,0.963,20.929083, 2.170948,NOT_AVAILABLE,0,133.48746181077, 12.17882732423,0.5
133.49887532617,12.22051772662,2.6232,1.3419,-10.713,1.345,-7.126,1.091, 1.22e-01,  0,1.478,20.457052, 2.529480,NOT_AVAILABLE,0,133.49892404335, 12.22054939880,0.56
133.59487520058,12.19338199751,1.2209,0.184,-17.23,0.193,-20.652,0.145, 4.42e-02,  0,0.989,18.267122, 2.195959,NOT_AVAILABLE,0,133.59495354608, 12.19347378320,0.76
133.61592458312,12.22240354333,2.3949,0.0618,-16.313,0.068,-5.226,0.047, 3.60e-02,  0,0.965,16.350363, 1.986018,NOT_AVAILABLE,0,133.61599876506, 12.22242677068,0.9
133.605680261,12.25786676083,2.1429,0.3407,-13.573,0.36,-10.11,0.283, 3.17e-02,  0,0.987,19.274035, 2.405636,NOT_AVAILABLE,0,133.60574199196, 12.25791169219,0.86
133.84535055281,12.2807111574,2.4841,0.1368,-13.736,0.137,-9.038,0.091, 1.15e-02,  1,1.035,17.946450, 2.528978,NOT_AVAILABLE,0,133.84541302958, 12.28075132436,0.78
133.81797588009,12.30504342274,1.1587,0.1748,-21.821,0.176,-8.712,0.109, 4.57e-02,  0,0.98,18.277742, 2.003592,NOT_AVAILABLE,0,133.81807514275, 12.30508214250,0.86
133.83816271705,12.33509904967,1.7063,0.1855,-14.915,0.187,8.688,0.112, 2.97e-02,  0,1.035,18.349241, 2.297279,NOT_AVAILABLE,0,133.83823057434, 12.33506043535,0.52
133.67522232155,12.27058909257,1.8284,0.2628,-16.229,0.259,-5.893,0.191, 2.56e-02,  1,1.022,18.784134, 2.372356,NOT_AVAILABLE,0,133.67529613782, 12.27061528456,0.88
133.69070670081,12.31191793864,2.8573,0.0413,-13.004,0.04,-4.769,0.029, 4.92e-02,  0,1.529,11.357726, 0.629276,NOT_AVAILABLE,0,133.69076585606, 12.31193913520,0.9
133.72837626093,12.31037982896,0.9518,0.1605,-18.94,0.161,3.793,0.117, 4.46e-02,  0,1.007,18.075348, 1.734209,NOT_AVAILABLE,0,133.72846242151, 12.31036296926,0.84
133.70349116813,12.314721338,2.69,0.0198,-13.283,0.02,-4.422,0.014, 5.22e-02,  0,1.013,13.700902, 1.085377,VARIABLE     ,0,133.70355159635, 12.31474099304,0.9
133.72322831167,12.36940955518,2.8579,0.5887,-18.802,0.52,-14.074,0.358, 2.82e-02,  0,1.085,19.724570, 2.629387,NOT_AVAILABLE,0,133.72331386394, 12.36947210802,0.6
133.71200867611,12.36758432231,3.3501,0.1216,-18.013,0.118,-11.767,0.085, 3.53e-02,  0,1.065,17.451570, 2.692821,NOT_AVAILABLE,0,133.71209063390, 12.36763662176,0.76
133.39353567507,12.20523712897,1.1288,0.0335,-10.893,0.036,-2.933,0.028, 3.04e-02,  0,0.996,15.391542, 1.049884,NOT_AVAILABLE,0,133.39358521028, 12.20525016544,0.52
133.38153834951,12.25376176984,1.2305,0.1894,-15.607,0.202,5.472,0.163, 3.41e-02,  0,0.971,18.651289, 2.023909,NOT_AVAILABLE,0,133.38160932954, 12.25373745124,0.9
133.3904957145,12.26523417204,0.922,0.0171,-12.969,0.019,-1.215,0.015, 2.82e-02,  0,0.95,13.683377, 0.788222,NOT_AVAILABLE,0,133.39055470162, 12.26523957377,0.78
133.51503703446,12.26518056927,2.3698,0.3016,-10.959,0.328,-12.091,0.255, 6.10e-02,  0,1.0,19.131535, 2.560736,NOT_AVAILABLE,0,133.51508687743, 12.26523430518,0.82
133.53904275874,12.28561293704,1.8444,0.2431,-12.882,0.228,-5.54,0.165, 1.50e-02,  0,1.085,18.287598, 2.678835,NOT_AVAILABLE,0,133.53910135575, 12.28563755882,0.84
133.52982935107,12.34367617722,0.8249,0.0248,-18.246,0.026,-0.414,0.021, 2.91e-02,  0,0.993,14.531159, 0.775845,NOT_AVAILABLE,0,133.52991236288, 12.34367801922,0.9
133.54553553678,12.3556197172,3.1805,0.4226,-14.522,0.444,-12.385,0.353, 2.49e-02,  0,1.152,19.492613, 2.795805,NOT_AVAILABLE,0,133.54560160852, 12.35567476170,0.8
133.45237542685,12.30547291031,1.6102,0.0643,-14.779,0.064,-6.739,0.051, 2.29e-02,  1,0.984,16.684612, 1.890517,NOT_AVAILABLE,0,133.45244265514, 12.30550286101,0.9
133.52014904383,12.3538753247,1.402,0.024,-15.7,0.025,-7.481,0.02, 2.86e-02,  0,1.036,14.460479, 0.888633,NOT_AVAILABLE,0,133.52022047347, 12.35390857305,0.9
133.32007626244,12.29221530572,1.4145,0.1052,-29.402,0.113,-5.569,0.086, 1.85e-02,  0,1.014,17.716887, 1.919449,NOT_AVAILABLE,0,133.32021000573, 12.29224005828,0.76
133.36504595299,12.30736657221,1.1922,0.041,-11.299,0.046,-3.041,0.037, 2.80e-02,  0,1.005,15.940093, 1.212513,NOT_AVAILABLE,0,133.36509735143, 12.30738008745,0.54
133.34576618222,12.32358926874,0.605,0.6809,-17.945,0.764,-3.592,0.557, 6.20e-02,  0,1.101,20.177330, 1.936855,NOT_AVAILABLE,0,133.34584781757, 12.32360523263,0.82
133.38545923013,12.34440771327,1.4465,0.1038,-19.217,0.113,-6.162,0.089, 2.44e-02,  0,0.974,17.662014, 2.269636,NOT_AVAILABLE,0,133.38554666260, 12.34443509865,0.9
133.30593134362,12.34584395993,2.8352,1.2171,-10.472,1.353,-3.593,0.885, 5.85e-02,  0,0.953,20.679910, 1.627012,NOT_AVAILABLE,0,133.30597898867, 12.34585992910,0.68
133.29444903047,12.35493473422,4.4409,1.9824,-12.265,2.154,3.618,1.887, 1.80e-01,  0,1.031,20.870060, 1.614525,NOT_AVAILABLE,0,133.29450483417, 12.35491865331,0.72
133.31220002075,12.37596632159,1.9094,0.0148,-14.567,0.018,-12.22,0.014, 2.78e-02,  0,0.936,12.387456, 0.686338,NOT_AVAILABLE,0,133.31226630371, 12.37602063090,0.9
133.35030319827,12.38876169286,1.415,0.0486,-11.666,0.055,-3.186,0.044, 8.76e-03, 10,3.579,13.852613, 0.805761,NOT_AVAILABLE,0,133.35035628357, 12.38877585217,0.76
133.48611289436,12.4143594209,2.2353,0.3985,-13.038,0.406,-7.727,0.35, 1.43e-01,  0,2.415,18.157910, 2.271606,NOT_AVAILABLE,0,133.48617222750, 12.41439376368,0.86
133.59970866895,12.35285262121,1.0374,0.1188,-15.896,0.113,3.469,0.094, 3.25e-02,  0,0.98,17.576908, 1.936541,NOT_AVAILABLE,0,133.59978099217, 12.35283720167,0.66
133.51449704386,12.41103644048,2.9447,0.1668,-15.826,0.173,-2.217,0.139, 2.63e-02,  0,0.958,18.247309, 2.573179,NOT_AVAILABLE,0,133.51456906543, 12.41104629265,0.9
133.51583712678,12.3989064052,0.7488,0.6246,-21.409,0.593,1.466,0.481, 3.44e-02,  0,1.028,19.986698, 1.863821,NOT_AVAILABLE,0,133.51593455157, 12.39889988786,0.82
133.57766326471,12.4293544411,2.3797,0.3343,-10.708,0.304,-1.967,0.217, 3.22e-02,  0,1.04,18.991804, 2.588530,NOT_AVAILABLE,0,133.57771199742, 12.42936318271,0.7
133.69475168238,12.43602242968,1.0219,0.0645,-29.258,0.062,-3.483,0.047, 2.44e-02,  0,0.968,16.580498, 1.233562,NOT_AVAILABLE,0,133.69488484412, 12.43603790858,0.8
133.71227945006,12.44117368091,2.1333,0.0908,-21.844,0.086,0.172,0.063, 1.47e-02,  1,1.033,17.195763, 2.013832,NOT_AVAILABLE,0,133.71237886867, 12.44117291502,0.9
133.69770866687,12.44623375998,3.864,0.0543,-6.51,0.053,-1.169,0.037, 2.43e-02,  0,0.99,16.215572, 2.179938,NOT_AVAILABLE,0,133.69773829447, 12.44623895456,0.68
133.6349782554,12.50068232432,1.7535,0.4806,-17.429,0.441,-3.539,0.346, 7.30e-02,  0,1.039,19.611288, 2.270649,NOT_AVAILABLE,0,133.63505760076, 12.50069805498,0.78
133.50880615534,12.410931319,2.8561,0.1078,-15.768,0.116,-2.317,0.099, 2.88e-02,  0,0.981,17.532747, 2.506582,NOT_AVAILABLE,0,133.50887791246, 12.41094161728,0.9
133.5300829164,12.48764788591,1.3102,0.0217,-15.269,0.021,-7.996,0.017, 3.58e-02,  0,1.006,14.065654, 0.816431,NOT_AVAILABLE,0,133.53015242087, 12.48768342569,0.52
133.56941474267,12.51730967635,3.1641,0.7254,-12.558,0.759,-1.409,0.553, 2.67e-02,  0,0.997,20.249022, 1.972151,NOT_AVAILABLE,0,133.56947191377, 12.51731593929,0.76
133.54408599202,12.55218063853,1.9565,0.0559,-25.519,0.051,4.596,0.038, 2.24e-02,  0,1.031,16.067148, 1.532939,NOT_AVAILABLE,0,133.54420218897, 12.55216021085,0.88
133.60376571098,12.58887090134,1.1222,0.1434,-24.318,0.139,4.149,0.104, 1.47e-02,  0,0.98,17.868809, 2.148493,NOT_AVAILABLE,0,133.60387645350, 12.58885246150,0.9
133.57253104789,12.60733195641,2.8489,0.2748,-17.399,0.266,-17.595,0.209, 1.53e-02,  0,1.045,18.729370, 2.871342,NOT_AVAILABLE,0,133.57261028803, 12.60741015603,0.66
134.03341197189,12.41687809451,1.1446,0.1306,-25.777,0.147,-5.854,0.083, 3.63e-02,  0,1.041,17.798374, 2.150639,NOT_AVAILABLE,0,134.03352928215, 12.41690411097,0.8
134.07143941643,12.52138671462,4.4294,0.4112,-9.608,0.385,7.188,0.316, 3.95e-01, 30,2.577,17.972656, 2.056356,NOT_AVAILABLE,0,134.07148316017, 12.52135476598,0.64
133.84031244063,12.43991502337,2.1189,0.3748,-23.313,0.354,3.96,0.224, 4.21e-02,  0,1.047,19.218859, 2.368494,NOT_AVAILABLE,0,133.84041854429, 12.43989742553,0.88
133.90559403727,12.52286077719,1.7048,0.0192,-23.306,0.018,-17.341,0.013,0.0102,0,0.898,12.660630, 0.770839,NOT_AVAILABLE,0,133.90570014454,12.52293784644,0.56
133.94252951971,12.52534873232,3.6551,0.1006,-15.927,0.102,15.627,0.066,0.0357,0,0.954,17.416302, 2.268372,NOT_AVAILABLE,0,133.94260203292,12.52527927796,0.82
134.12167938114,12.63526186375,6.8352,0.9545,-3.23,1.067,-2.595,0.925,0.245,3,1.595,20.417421, 2.107325,NOT_AVAILABLE,0,134.12169409131,12.63527339715,0.52
133.98350475764,12.62028328768,3.4631,0.5954,-19.129,0.652,-4.056,0.415,0.0554,0,1.001,20.219826, 2.714560,NOT_AVAILABLE,0,133.98359188142,12.62030131447,0.78
133.97647611943,12.6532737033,3.6208,0.209,-14.279,0.209,-6.559,0.148,0.0195,0,0.915,18.501179, 2.906700,NOT_AVAILABLE,0,133.97654116349,12.65330285353,0.72
133.80817620084,12.63366841852,0.3712,0.6608,-27.228,0.653,-2.691,0.482,0.0249,0,1.009,20.232178, 1.697269,NOT_AVAILABLE,0,133.80830021712,12.63368037872,0.62
133.70157372081,12.66134150779,3.1673,0.0631,-12.73,0.059,-3.06,0.042,0.0037,0,1.059,16.285141, 2.032604,NOT_AVAILABLE,0,133.70163170987,12.66135510748,0.82
133.8393107121,12.70496149383,3.8292,0.5018,-14.436,0.492,-10.689,0.383,0.00558,71,1.367,19.412983, 2.589602,NOT_AVAILABLE,0,133.83937648066,12.7050090011,0.6
133.23788474162,12.33611499442,1.4775,0.3731,-16.566,0.426,-4.924,0.282,0.0154,0,0.959,19.684912, 2.129190,NOT_AVAILABLE,0,133.23796010852,12.33613687709,0.92
133.27313286622,12.36638631645,1.0538,0.3716,-11.027,0.41,-3.063,0.281,0.00456,0,1.044,19.609196, 2.164324,NOT_AVAILABLE,0,133.27318303718,12.36639993172,0.52
133.25384248976,12.37019384941,1.6012,0.0156,-8.296,0.017,3.991,0.013,0.00645,0,0.948, 9.322637, 1.112257,NOT_AVAILABLE,0,133.2538802364,12.37017611045,0.64
133.29792213273,12.39820334827,2.0437,0.9471,-11.105,1.273,-10.169,0.83,0.0292,0,1.152,20.511639, 2.010696,NOT_AVAILABLE,0,133.29797266716,12.39824854525,0.68
133.20064382002,12.40133479175,1.9258,0.0276,-14.485,0.031,-10.694,0.023,0.0183,0,1.013,15.048836, 1.315975,VARIABLE     ,0,133.20070973522,12.40138231921,0.92
133.23338164659,12.40226233351,1.1724,0.0452,-11.134,0.05,-2.899,0.037,0.0206,1,0.985,16.135990, 1.552500,NOT_AVAILABLE,0,133.23343231423,12.40227521966,0.68
133.2626675014,12.45621991005,1.1756,0.2308,-13.32,0.251,-3.686,0.161,0.0486,0,1.057,18.682503, 2.265890,NOT_AVAILABLE,0,133.26272812828,12.45623629091,0.8
133.30893267256,12.42576998442,1.453,0.3622,-11.229,0.414,-3.224,0.301,0.0264,0,1.049,19.499489, 2.699358,NOT_AVAILABLE,0,133.30898377744,12.42578431461,0.58
133.32362265982,12.44076347148,1.554,0.0139,-9.935,0.015,18.719,0.012,0.000574,0,0.903,12.564567, 0.694373,NOT_AVAILABLE,0,133.32366787736,12.44068027736,0.7
133.27975349151,12.45267493557,1.1211,0.0434,-14.412,0.048,7.892,0.038,0.0171,0,0.979,15.924823, 1.163830,NOT_AVAILABLE,0,133.27981908775,12.45263985872,0.86
133.33752499539,12.52577525732,3.5661,0.1489,-1.678,0.158,40.241,0.119,0.018,0,0.979,18.058521, 2.707298,NOT_AVAILABLE,0,133.33753263276,12.52559640714,0.66
133.12342035716,12.44626570603,2.7906,0.5984,-7.845,0.703,-15.855,0.425,0.036,0,0.988,20.258856, 2.390314,NOT_AVAILABLE,0,133.12345606171,12.44633617335,0.7
133.13345706208,12.45974611433,7.1506,0.2617,-1.923,0.29,1.587,0.204,0.0377,0,0.946,19.130910, 0.422411,NOT_AVAILABLE,0,133.13346581676,12.45973906103,0.68
133.1760363569,12.47308618638,2.25,0.0867,-13.259,0.093,-2.356,0.067,0.0373,0,0.983,17.161924, 2.330288,NOT_AVAILABLE,0,133.1760967081,12.47309665915,0.92
133.18861734568,12.47582517598,0.2727,0.5416,-16.232,0.605,-5.858,0.399,0.0784,0,1.01,20.060171, 1.922100,NOT_AVAILABLE,0,133.1886912323,12.47585120964,0.6
133.12792369753,12.47852012327,1.1951,0.6029,-13.638,0.691,-14.445,0.434,0.042,0,1.041,20.117040, 1.976273,NOT_AVAILABLE,0,133.12798577964,12.47858432158,0.64
133.07655622667,12.47521154284,1.1169,0.0415,-11.124,0.044,-3.043,0.031,0.0315,0,1.042,15.831147, 1.189473,NOT_AVAILABLE,0,133.07660686037,12.47522506839,0.68
133.1147938992,12.50377064163,3.0402,0.6199,-9.956,0.703,-12.733,0.452,0.0782,0,1.054,20.120949, 2.365398,NOT_AVAILABLE,0,133.11483922134,12.50382723136,0.82
133.1660949159,12.50991309774,2.7311,0.0186,-20.965,0.021,-3.003,0.016,0.0288,0,1.18,12.154999, 0.725380,NOT_AVAILABLE,0,133.16619035779,12.50992644542,0.84
133.23353754046,12.51003918457,2.5004,0.1033,-11.763,0.113,9.969,0.079,0.0271,0,1.026,17.549538, 2.358398,NOT_AVAILABLE,0,133.23359109152,12.50999487924,0.92
133.21911682315,12.53898242426,4.0188,1.9306,-8.725,2.227,4.032,1.358,0.0764,0,1.068,20.836538, 1.377920,NOT_AVAILABLE,0,133.21915654821,12.53896450373,0.56
133.21425933992,12.53451022515,2.5318,2.4782,-24.364,3.016,16.591,1.561,0.0884,0,1.198,20.894156, 2.534140,NOT_AVAILABLE,0,133.21437026792,12.53443648698,0.66
133.28616480904,12.59456016899,1.4871,0.044,-13.973,0.049,-2.732,0.033,0.026,1,1.031,15.768196, 1.376258,NOT_AVAILABLE,0,133.28622844139,12.59457231318,0.86
133.19522637697,12.54830490433,1.3754,0.1358,-11.68,0.142,6.2,0.102,0.0306,0,1.1,17.840221, 1.985680,NOT_AVAILABLE,0,133.19527955718,12.54827734792,0.68
133.23909477457,12.5732324282,1.8214,0.9039,-28.182,1.161,-3.695,0.74,0.0613,0,1.21,20.427280, 2.119028,NOT_AVAILABLE,0,133.23922310733,12.57324884918,0.66
133.22435818744,12.59655671393,2.8821,0.3797,-18.517,0.425,-5.298,0.3,0.0304,0,1.034,19.552208, 2.444027,NOT_AVAILABLE,0,133.22444251527,12.59658025968,0.84
133.44116026636,12.53972520115,2.0222,0.0304,-28.736,0.034,8.576,0.028,0.0301,0,0.967,15.019673, 1.201051,NOT_AVAILABLE,0,133.44129110214,12.53968708371,0.88
133.39222934297,12.54648032505,1.2126,1.4642,-18.154,1.551,-2.952,1.095,0.0955,0,0.973,20.789684,-0.120398,NOT_AVAILABLE,0,133.39231200267,12.54649344698,0.66
133.41482717578,12.63122392577,2.4156,0.0979,-23.025,0.1,-11.707,0.074,0.0231,0,1.025,17.216646, 2.086803,NOT_AVAILABLE,0,133.41493204817,12.63127595872,0.6
133.52155568158,12.64422395026,1.9622,0.0186,-21.796,0.018,14.885,0.014,0.0531,0,0.988,13.358081, 0.873323,NOT_AVAILABLE,0,133.52165496252,12.64415779612,0.9
133.46446000843,12.61806720391,1.4028,0.2443,-16.962,0.228,-17.558,0.171,0.0289,0,1.028,18.395498, 2.291660,NOT_AVAILABLE,0,133.46453726077,12.61814524082,0.58
133.27618178639,12.64522655891,1.1908,0.4044,-19.525,0.433,-14.164,0.306,0.0189,0,1.055,19.504738, 1.888596,NOT_AVAILABLE,0,133.27627071942,12.64528950848,0.84
133.35632831331,12.66769401246,2.3122,1.0849,-12.246,0.991,2.723,0.684,0.071,0,0.997,20.181234, 1.815449,NOT_AVAILABLE,0,133.3563841001,12.667681912,0.68
133.3738725008,12.7062123553,2.2514,0.4267,-21.642,0.437,4.698,0.321,0.0464,0,1.022,19.518310, 2.455788,NOT_AVAILABLE,0,133.3739711001,12.70619147479,0.9
133.39623884296,12.70236086223,5.0052,0.4842,-9.989,0.484,2.064,0.364,0.0455,0,1.077,19.492110, 2.910788,NOT_AVAILABLE,0,133.39628435427,12.70235169033,0.7
133.07018515223,12.49935091069,2.4611,1.3067,-9.336,1.632,-4.621,0.859,0.0491,0,1.141,20.714401, 1.650049,NOT_AVAILABLE,0,133.0702276537,12.49937144851,0.52
133.06383544199,12.50695377917,1.3663,0.7232,-10.195,0.729,-2.462,0.48,0.0386,0,1.114,20.096128, 2.139067,NOT_AVAILABLE,0,133.06388185593,12.50696472116,0.54
133.05304763241,12.51621884627,5.6957,1.2094,6.705,1.591,4.569,0.935,0.0421,0,1.026,20.622934, 1.697767,NOT_AVAILABLE,0,133.05301710858,12.51619853931,0.52
133.0495074272,12.52592075184,1.9748,0.7789,-14.274,1.038,1.739,0.531,0.105,0,1.05,20.288887, 0.148104,NOT_AVAILABLE,0,133.0495724158,12.52591302121,0.86
133.12184704054,12.554867529,1.823,0.1967,-20.351,0.22,10.52,0.157,0.0362,0,0.969,18.574615, 2.514254,NOT_AVAILABLE,0,133.12193970735,12.55482077235,0.92
133.09401241926,12.57239307564,2.3176,0.0174,-12.132,0.018,1.046,0.014,0.03,0,0.967,11.905598, 0.662016,NOT_AVAILABLE,0,133.09406766602,12.57238842896,0.92
133.1135948615,12.58271394674,2.2912,0.8965,-15.986,1.056,-11.64,0.612,0.0347,0,1.025,20.324228, 2.255075,NOT_AVAILABLE,0,133.11366766007,12.5827656809,0.78
133.00543237643,12.55867163161,1.2031,0.2524,-12.847,0.266,8.158,0.177,0.0208,0,0.987,18.988218, 2.529509,NOT_AVAILABLE,0,133.00549087372,12.55863537392,0.8
132.99109961081,12.55712610391,2.7605,0.1368,-16.423,0.146,-6.794,0.1,0.0219,0,1.132,17.846815, 2.521301,NOT_AVAILABLE,0,132.99117439135,12.55715629911,0.88
133.17775378694,12.60387736681,1.292,0.0528,-14.626,0.057,0.674,0.042,0.0197,0,1.071,16.186853, 1.290090,NOT_AVAILABLE,0,133.17782039532,12.60387437036,0.9
133.12147998711,12.60271447463,1.4693,0.1661,-14.244,0.18,-4.588,0.124,0.04,0,0.981,18.422266, 2.074822,NOT_AVAILABLE,0,133.12154485553,12.60273486716,0.88
