ra,dec,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,IPDgofha,IPDfmp,ruwe,phot_g_mean_mag,bp_rp,VarFlag,NSS,RAJ2000,DEJ2000,prob
131.97769280565,11.761633247,2.0873,0.1663,-13.696,0.178,3.345,0.126, 2.53e-02,  1,0.996,18.271963, 2.681110,NOT_AVAILABLE,0,131.97775498444, 11.76161838106,0.9
131.97704780929,11.76115138655,2.0136,0.0764,-14.235,0.08,3.616,0.059, 4.25e-02,  1,1.147,16.721899, 2.216358,NOT_AVAILABLE,0,131.97711243074, 11.76113531327,0.9
132.06589187874,11.76849623672,1.2181,0.4143,-21.804,0.438,-20.292,0.344, 2.81e-03,  0,0.983,19.598507, 2.595293,NOT_AVAILABLE,0,132.06599086561, 11.76858642426,0.76
132.05129952107,11.7769590089,0.9769,0.0221,-22.187,0.023,3.524,0.018, 1.20e-02,  0,1.049,14.305810, 0.814216,NOT_AVAILABLE,0,132.05140024964, 11.77694334476,0.92
132.06755987524,11.80685778869,3.5693,1.1993,-9.601,1.966,-3.194,1.783, 5.48e-02,  0,0.938,20.644426, 1.963574,NOT_AVAILABLE,0,132.06760346850, 11.80687198432,0.74
131.99312896903,11.78203349733,1.195,0.0737,-32.464,0.076,-1.783,0.056, 2.87e-02,  0,1.008,16.750963, 1.576612,NOT_AVAILABLE,0,131.99327635739, 11.78204142367,0.8
132.00631069905,11.80428952669,1.2154,0.1405,-12.057,0.144,2.528,0.092, 1.84e-02,  0,1.008,17.665562, 1.884489,NOT_AVAILABLE,0,132.00636544298, 11.80427829069,0.58
132.18897375382,11.72306830252,1.083,0.2601,-19.162,0.262,-13.531,0.202, 1.22e-02,  0,0.968,18.928936, 2.521767,NOT_AVAILABLE,0,132.18906073354, 11.72312844042,0.9
132.25486447268,11.78817567501,1.2218,0.0737,-10.774,0.075,-3.171,0.057, 2.48e-02,  0,1.043,17.016638, 1.606630,NOT_AVAILABLE,0,132.25491338942, 11.78818976863,0.84
132.19730137496,11.79899673762,1.2155,0.1799,-10.922,0.203,-3.086,0.148, 4.26e-03,  0,0.989,18.581434, 2.222712,NOT_AVAILABLE,0,132.19735096476, 11.79901045419,0.78
132.20768539825,11.800798319,2.3107,0.1008,-9.904,0.11,10.492,0.078, 1.42e-02,  0,0.974,17.561653, 2.292934,NOT_AVAILABLE,0,132.20773036535, 11.80075168752,0.92
132.21341716154,11.8082321565,1.1976,0.1152,-10.566,0.124,-3.081,0.093, 1.26e-02,  0,1.038,17.864147, 1.913010,NOT_AVAILABLE,0,132.21346513598, 11.80824584878,0.82
132.16026347044,11.78825541903,4.2551,0.0166,-28.875,0.017,22.647,0.013, 1.16e-02,  0,0.96,13.477284, 1.245084,NOT_AVAILABLE,0,132.16039456843, 11.78815476549,0.84
132.1204603112,11.80207841399,4.8792,0.5431,-16.037,0.55,-3.942,0.416, 8.86e-03,  0,1.117,19.846113, 0.402987,NOT_AVAILABLE,0,132.12053312698, 11.80209593184,0.62
132.17942295644,11.82437104753,1.0158,0.3057,-10.65,0.332,-2.351,0.24, 9.07e-03,  0,1.01,19.305077, 2.469427,NOT_AVAILABLE,0,132.17947131506, 11.82438149617,0.52
132.22100619418,11.82582148386,1.5631,0.0631,-20.655,0.075,5.431,0.07, 1.02e-02,  0,1.012,16.730420, 1.419092,NOT_AVAILABLE,0,132.22109998318, 11.82579734621,0.92
132.3069539318,11.86299567833,1.6265,0.8963,-12.091,0.971,10.324,0.707, 1.38e-02,  0,1.025,20.432920, 2.223600,NOT_AVAILABLE,0,132.30700884056, 11.86294979447,0.92
132.24906326617,11.90596861627,1.9124,0.1259,-21.054,0.132,14.834,0.094, 2.70e-02,  0,1.254,17.577414, 2.362024,NOT_AVAILABLE,0,132.24915889561, 11.90590268524,0.94
132.13799612936,11.86326682339,1.1579,0.0154,-10.831,0.017,-2.875,0.013, 2.21e-02,  0,1.076,13.176991, 0.731433,NOT_AVAILABLE,0,132.13804531889, 11.86327960015,0.74
132.15571969606,11.86290189953,1.3607,0.2335,-11.317,0.249,-3.432,0.171, 1.35e-02,  0,1.011,18.870453, 2.201113,NOT_AVAILABLE,0,132.15577108933, 11.86291715149,0.84
132.07216906096,11.86676600917,1.8692,0.0725,-16.391,0.075,-15.537,0.054, 1.65e-02,  0,1.06,16.606459, 1.951781,NOT_AVAILABLE,0,132.07224350127, 11.86683506070,0.86
132.07201309432,11.86417596556,3.2432,0.0175,-22.93,0.019,0.165,0.013, 1.22e-02,  0,0.894,10.680748, 0.653762,NOT_AVAILABLE,0,132.07211722875, 11.86417523368,0.84
132.18627854504,11.87772071235,0.802,0.0273,-16.036,0.028,0.434,0.02, 1.17e-02,  0,0.972,14.874410, 0.824993,NOT_AVAILABLE,0,132.18635137344, 11.87771878473,0.9
132.18730721649,11.94661723015,1.4708,0.1768,-25.03,0.187,-2.176,0.131, 2.28e-02,  1,0.989,18.456690, 2.114327,NOT_AVAILABLE,0,132.18742092525, 11.94662690070,0.86
132.23437560413,11.94885234807,1.2806,0.4304,-10.849,0.457,-5.471,0.324, 1.64e-02,  0,1.074,19.575577, 2.256798,NOT_AVAILABLE,0,132.23442488825, 11.94887666245,0.76
132.25685241175,11.96315520391,1.1166,0.0386,-10.907,0.041,-2.974,0.031, 3.44e-02,  0,1.016,15.692408, 1.132656,NOT_AVAILABLE,0,132.25690196280, 11.96316841965,0.8
132.24719537243,11.96183249082,0.6613,0.5846,-27.884,0.638,-14.595,0.447, 2.04e-02,  0,1.1,20.065922, 2.128664,NOT_AVAILABLE,0,132.24732205022, 11.96189735810,0.76
132.23132983276,11.94906664098,1.0828,0.0923,-10.925,0.094,-2.583,0.067, 3.49e-02,  0,0.947,17.228907, 1.703754,NOT_AVAILABLE,0,132.23137946390, 11.94907812166,0.8
132.24794315522,11.96713504583,1.0586,0.3626,-10.311,0.4,-3.266,0.29, 3.18e-02,  0,0.976,19.541597, 2.556467,NOT_AVAILABLE,0,132.24799000170, 11.96714956168,0.66
132.14176482864,11.93459898409,2.5637,1.6545,-7.788,1.662,-1.438,1.118, 6.20e-02,  1,1.057,20.802520, 1.011698,NOT_AVAILABLE,0,132.14180020563, 11.93460537560,0.54
132.20614176304,11.99785016442,1.7863,1.3507,-42.943,1.602,34.09,0.897, 6.26e-02,  0,1.21,20.628578, 2.685564,NOT_AVAILABLE,0,132.20633688518, 11.99769865186,0.82
131.40910175432,11.37545487312,3.793,0.2648,-22.754,0.288,36.177,0.206, 3.07e-02,  0,0.939,19.072275, 2.790329,NOT_AVAILABLE,0,131.40920490841, 11.37529408559,0.88
131.48424342146,11.48743075231,3.4931,0.0252,-12.87,0.028,-5.426,0.023, 2.44e-02,  0,1.064,14.852585, 1.687653,NOT_AVAILABLE,0,131.48430178872, 11.48745486979,0.66
131.51643358573,11.49259250849,1.2229,0.2989,-24.401,0.335,-2.205,0.287, 4.25e-02,  0,1.024,19.196991, 2.669098,NOT_AVAILABLE,0,131.51654425434, 11.49260230805,0.86
131.58303029939,11.50483557964,1.9734,1.2198,-18.221,1.341,-9.096,0.88, 1.27e-02,  0,1.03,20.726397, 2.145353,NOT_AVAILABLE,0,131.58311294410, 11.50487600424,0.5
131.62467037085,11.55484474087,2.0385,0.3111,-17.338,0.343,18.356,0.253, 2.92e-02,  0,0.99,19.285200, 2.661980,NOT_AVAILABLE,0,131.62474902066, 11.55476315993,0.82
131.4748794849,11.60440290431,0.7002,0.0576,-27.109,0.061,-17.948,0.051, 4.93e-02,  0,0.967,16.558947, 0.825277,NOT_AVAILABLE,0,131.47500248127, 11.60448267107,0.68
131.50280258032,11.62721159808,3.2984,0.7534,-13.527,1.027,-4.451,0.696, 1.07e-01,  0,1.006,20.379978, 2.392889,NOT_AVAILABLE,0,131.50286396121, 11.62723138034,0.58
131.44681757559,11.61315537521,2.7739,0.1332,-17.781,0.149,-7.307,0.117, 3.38e-02,  1,0.981,17.930800, 2.372217,VARIABLE     ,0,131.44689825284, 11.61318785292,0.82
131.64214025455,11.59470499027,2.2539,0.0402,-21.751,0.042,-10.066,0.034, 4.39e-02,  1,0.993,15.712930, 1.661869,VARIABLE     ,0,131.64223893971, 11.59474973014,0.78
131.72188586308,11.65069053069,1.6752,0.2178,-15.118,0.228,2.634,0.17, 4.48e-02,  0,1.043,18.541023, 2.718721,NOT_AVAILABLE,0,131.72195446598, 11.65067882462,0.54
131.68556317284,11.66349451016,2.496,0.6283,-18.219,0.653,-3.052,0.541, 4.64e-02,  0,1.019,20.174116, 2.290350,NOT_AVAILABLE,0,131.68564585290, 11.66350807443,0.82
131.65213367772,11.64500985927,2.2565,0.1998,-28.262,0.205,0.911,0.156, 5.84e-02,  0,0.905,18.460497, 2.637176,NOT_AVAILABLE,0,131.65226192781, 11.64500581069,0.82
131.62743660429,11.65229145513,4.302,0.5081,-16.196,0.518,-9.056,0.401, 3.01e-01,  0,4.831,17.409208, 2.602415,NOT_AVAILABLE,0,131.62751010272, 11.65233170589,0.54
131.67901547578,11.70110812326,2.251,0.0166,-21.458,0.017,-12.2,0.014, 5.75e-02,  0,1.068,13.376211, 0.911509,NOT_AVAILABLE,0,131.67911286730, 11.70116234614,0.78
131.65643082677,11.70237777228,4.0478,0.3232,-7.866,0.328,2.155,0.259, 2.96e-02,  0,1.108,19.013872, 3.156904,NOT_AVAILABLE,0,131.65646652895, 11.70236819324,0.68
131.73812848213,11.69579516389,1.6665,0.3116,-15.275,0.33,2.916,0.257, 1.58e-02,  0,1.023,19.162457, 2.445936,NOT_AVAILABLE,0,131.73819780976, 11.69578220294,0.64
131.75564860176,11.71875553909,1.605,0.1403,-15.05,0.154,-3.351,0.116, 3.52e-02,  0,0.993,18.126118, 2.538628,NOT_AVAILABLE,0,131.75571691615, 11.71877043207,0.56
131.74457949138,11.77200535062,1.6608,0.0187,-18.02,0.02,-3.275,0.015, 6.94e-02,  0,0.935,13.750559, 0.795544,NOT_AVAILABLE,0,131.74466130242, 11.77201990609,0.86
131.72594039527,11.78736741697,2.9159,0.0249,-13.532,0.027,-12.074,0.021, 5.36e-02,  0,0.99,14.779006, 1.493968,NOT_AVAILABLE,0,131.72600183111, 11.78742107721,0.82
131.72236929474,11.81164568087,2.8952,0.0642,-14.347,0.074,-3.167,0.055, 4.03e-02,  1,0.946,16.576460, 2.155328,NOT_AVAILABLE,0,131.72243444066, 11.81165975531,0.84
131.44598145352,11.73097974855,2.8261,0.2201,-18.528,0.237,17.029,0.192, 5.27e-02,  0,1.045,18.592226, 2.707272,NOT_AVAILABLE,0,131.44606555861, 11.73090406363,0.88
131.54928246136,11.80620300345,1.4709,0.0594,-20.675,0.059,-6.155,0.048, 7.14e-02,  0,1.025,16.371609, 1.636192,NOT_AVAILABLE,0,131.54937633724, 11.80623035971,0.8
131.5478984424,11.80395236488,1.4107,0.6017,-20.292,0.601,-6.093,0.469, 7.23e-02,  0,0.992,20.051712, 2.665598,NOT_AVAILABLE,0,131.54799057869, 11.80397944416,0.6
131.44115827026,11.89641580426,2.1943,0.1737,-35.12,0.184,11.072,0.156, 4.65e-03,  0,1.005,18.490736, 2.497105,NOT_AVAILABLE,0,131.44131778385, 11.89636659333,0.82
131.45436124436,11.91168712155,1.6692,0.0549,-23.202,0.058,-8.352,0.047, 3.32e-02,  0,1.036,16.419502, 1.690781,NOT_AVAILABLE,0,131.45446663438, 11.91172424150,0.82
131.46700643662,11.96547112321,1.7754,0.0379,-28.986,0.041,-5.28,0.032, 4.51e-02,  0,1.02,15.668229, 1.536193,NOT_AVAILABLE,0,131.46713812488, 11.96549458808,0.8
131.50996534809,11.97761595963,2.7687,0.0169,-14.714,0.019,-7.321,0.016, 5.90e-02,  0,0.931, 9.797427, 0.583176,NOT_AVAILABLE,0,131.51003220035, 11.97764849635,0.78
131.86907144208,11.75287563888,1.5684,0.0293,-17.279,0.029,-7.721,0.022, 6.07e-02,  0,1.003,14.859357, 1.258393,NOT_AVAILABLE,0,131.86914988416, 11.75290995590,0.88
131.89291938817,11.7710188588,2.8588,0.5354,-17.601,0.539,0.597,0.386, 2.01e-02,  0,0.984,19.864506, 2.455048,NOT_AVAILABLE,0,131.89299929539, 11.77101620521,0.86
131.89187849401,11.76836342226,2.1441,0.0228,-17.895,0.023,0.195,0.016, 5.21e-02,  0,0.965,14.296455, 1.064465,NOT_AVAILABLE,0,131.89195973653, 11.76836255596,0.9
131.80639185861,11.81744837295,4.5407,0.026,-11.893,0.027,-8.8,0.02, 6.03e-02,  0,1.633,13.342397, 1.356361,NOT_AVAILABLE,0,131.80644586312, 11.81748748361,0.66
131.80655272927,11.81616502254,4.4279,0.1218,-12.092,0.123,-8.413,0.093, 5.42e-02,  1,1.336,17.266031, 2.708427,NOT_AVAILABLE,0,131.80660763358, 11.81620241375,0.66
131.93328610033,11.84707401641,1.5594,0.4323,-16.088,0.462,-13.751,0.339, 2.29e-02,  0,1.03,19.705273, 2.030272,NOT_AVAILABLE,0,131.93335915715, 11.84713513282,0.84
131.96770691194,11.83991898746,4.3308,1.5939,-7.756,1.843,-9.099,1.051, 1.49e-02,  0,1.069,20.725977, 1.605776,NOT_AVAILABLE,0,131.96774213330, 11.83995942858,0.58
131.98375621173,11.88046398388,1.5858,0.0425,-13.801,0.044,-7.369,0.033, 2.55e-02,  0,1.133,15.374320, 1.292315,NOT_AVAILABLE,0,131.98381889253, 11.88049673671,0.88
131.9452915936,11.86902333816,1.1899,0.9712,-13.477,1.098,-1.057,0.792, 2.99e-02,  0,1.069,20.395987, 1.670691,NOT_AVAILABLE,0,131.94535279875, 11.86902803707,0.5
131.89379876181,11.85924851388,2.1355,0.6614,-16.863,0.697,-4.584,0.485, 1.51e-02,  0,1.007,20.121807, 2.477272,NOT_AVAILABLE,0,131.89387534430, 11.85926888646,0.82
131.89996651455,11.85488212687,3.1715,1.0009,-8.056,1.013,4.812,0.696, 9.23e-02,  0,1.019,20.418112, 2.099941,NOT_AVAILABLE,0,131.90000309817, 11.85486074194,0.52
131.89554003985,11.92327728963,2.522,0.6347,-11.338,0.73,3.568,0.49, 3.07e-02,  0,0.946,20.156979, 2.327444,NOT_AVAILABLE,0,131.89559154355, 11.92326143298,0.76
131.74305182485,11.85774342396,1.0828,0.6159,-26.132,0.709,-16.111,0.51, 4.20e-02,  0,0.994,20.204878, 2.221849,NOT_AVAILABLE,0,131.74317049867, 11.85781502843,0.58
131.81279131712,11.87681488098,1.797,0.5712,-15.929,0.562,-23.391,0.37, 3.17e-02,  1,1.071,19.614326, 2.025650,NOT_AVAILABLE,0,131.81286366084, 11.87691884236,0.56
131.73537076812,11.87398479868,0.7088,0.7136,-18.709,0.831,6.014,0.555, 3.37e-02,  0,1.147,20.178385, 2.144440,NOT_AVAILABLE,0,131.73545573874, 11.87395806999,0.54
131.73228377533,11.87603717888,3.1226,0.4054,-24.063,0.465,-7.032,0.321, 8.10e-02,  0,1.052,19.575058, 2.854528,NOT_AVAILABLE,0,131.73239306193, 11.87606843291,0.52
131.77790106335,11.91107507031,1.3915,0.9524,-15.908,1.057,-12.84,0.806, 5.61e-02,  0,0.943,20.396124, 2.199112,NOT_AVAILABLE,0,131.77797332325, 11.91113213690,0.52
131.8113772986,11.91985861616,0.6737,0.1648,-22.482,0.178,-9.014,0.107, 5.15e-02,  0,0.981,18.030130, 1.590311,NOT_AVAILABLE,0,131.81147941841, 11.91989867921,0.88
131.83075444254,11.93358463895,3.6054,0.1828,-5.68,0.203,1.942,0.129, 3.99e-02,  0,1.0,18.241055, 2.980040,NOT_AVAILABLE,0,131.83078024346, 11.93357600811,0.6
131.79203334872,11.95101806209,1.5841,0.0176,-16.628,0.017,-3.915,0.013, 5.69e-02,  0,1.023,13.530522, 0.781699,NOT_AVAILABLE,0,131.79210889021, 11.95103546287,0.88
131.84073165184,11.97573575523,2.5834,1.0195,-12.145,1.208,8.844,0.751, 8.31e-02,  0,1.137,20.531130, 2.433807,NOT_AVAILABLE,0,131.84078683020, 11.97569645003,0.76
131.81438243181,11.98242479067,1.1113,0.04,-17.406,0.039,-15.628,0.029, 4.82e-02,  0,1.08,15.453402, 1.139198,NOT_AVAILABLE,0,131.81446151504, 11.98249424979,0.62
131.98892433414,11.90064930204,3.0235,0.0448,-14.589,0.045,-4.747,0.033, 1.79e-02,  0,1.014,15.664469, 1.902599,NOT_AVAILABLE,0,131.98899059935, 11.90067039868,0.86
132.0342533241,11.94020767627,2.8608,0.1321,-18.818,0.13,8.22,0.094, 2.23e-02,  0,1.017,17.584925, 2.576096,NOT_AVAILABLE,0,132.03433881144, 11.94017114304,0.88
132.00762029543,12.00359748933,2.113,0.423,-15.259,0.446,-14.734,0.299, 3.56e-02,  0,1.004,19.360926, 2.546852,NOT_AVAILABLE,0,132.00768963024, 12.00366297236,0.86
132.10939715525,11.97284336871,1.3792,0.1923,-10.403,0.201,-4.858,0.129, 1.91e-02,  0,1.033,18.398958, 2.465942,NOT_AVAILABLE,0,132.10944441728, 11.97286496168,0.54
132.06570444819,11.98415076445,0.8753,0.0422,-15.455,0.045,-19.165,0.032, 2.03e-02,  1,0.996,15.886011, 0.979675,NOT_AVAILABLE,0,132.06577466788, 11.98423594303,0.74
132.08052119324,11.98968634886,1.5556,0.0184,-27.919,0.019,-5.74,0.014, 2.16e-02,  0,1.055,13.833830, 0.826934,NOT_AVAILABLE,0,132.08064804687, 11.98971185811,0.8
132.15595610001,12.00228254987,1.5729,0.2094,-8.913,0.217,-0.771,0.159, 9.70e-02,  0,1.771,17.880426, 2.119537,NOT_AVAILABLE,0,132.15599659649, 12.00228597809,0.62
132.16510411232,12.02161363805,1.3087,0.5083,-10.858,0.538,-3.506,0.368, 2.68e-02,  0,1.114,19.898977, 2.313545,NOT_AVAILABLE,0,132.16515345217, 12.02162921867,0.64
132.12531109474,12.03214213155,3.2064,0.3096,-17.139,0.318,5.448,0.223, 2.35e-02,  1,1.002,19.233335, 2.562895,NOT_AVAILABLE,0,132.12538897922, 12.03211791646,0.88
132.05320734007,11.99761999658,1.8566,0.512,-11.127,0.537,-19.825,0.407, 1.57e-02,  0,1.049,19.724104, 2.589417,NOT_AVAILABLE,0,132.05325789841, 11.99770810881,0.66
132.04201066229,11.99974181795,2.0161,0.774,-9.516,0.917,-2.564,0.619, 3.28e-02,  0,1.021,20.231333, 2.066881,NOT_AVAILABLE,0,132.04205390238, 11.99975321224,0.52
132.03502985322,12.01832146976,3.0469,0.5439,-13.963,0.556,-19.223,0.358, 1.37e-02,  0,1.002,19.593672, 2.885679,NOT_AVAILABLE,0,132.03509330210, 12.01840690422,0.76
132.04085874531,12.04703664081,2.0242,0.0259,-9.921,0.03,-5.971,0.02, 4.79e-02,  0,1.079,14.547971, 1.370153,NOT_AVAILABLE,0,132.04090383336, 12.04706317694,0.76
132.11091545415,12.08235935572,2.4724,0.1497,-22.839,0.186,11.603,0.115, 4.50e-02, 65,4.874,15.781088, 1.578882,NOT_AVAILABLE,0,132.11101926054, 12.08230778806,0.9
131.92035077856,11.95602608421,1.3686,0.0518,-16.775,0.053,3.946,0.037, 2.58e-02,  0,0.975,15.859255, 1.319651,NOT_AVAILABLE,0,131.92042698932, 11.95600854576,0.9
131.91945138998,11.95657116388,0.9988,0.3048,-17.095,0.318,3.792,0.205, 1.05e-02,  0,1.002,18.852278, 2.292603,NOT_AVAILABLE,0,131.91952905053, 11.95655431173,0.88
131.95476575695,12.05762433013,0.9881,0.0236,-14.051,0.023,4.079,0.018, 4.34e-02,  0,1.12,14.055421, 0.712596,NOT_AVAILABLE,0,131.95482961504, 12.05760620050,0.54
132.01048709938,12.06801917821,1.4396,0.0555,-22.039,0.057,-2.602,0.042, 3.32e-02,  0,1.016,16.200521, 1.448871,NOT_AVAILABLE,0,132.01058726618, 12.06803074371,0.9
132.08751875069,12.10565032049,2.9069,0.0543,-21.736,0.062,-7.412,0.04, 1.94e-02,  1,0.967,16.133654, 1.911713,NOT_AVAILABLE,0,132.08761755253, 12.10568326345,0.8
131.98496430429,12.12018508958,1.051,0.0795,-16.045,0.082,-7.612,0.058, 3.11e-02,  0,0.991,16.857820, 1.448038,NOT_AVAILABLE,0,131.98503724266, 12.12021892267,0.88
132.03111513228,12.15920351879,1.4341,0.0184,-14.354,0.02,-1.722,0.014, 4.68e-02,  0,1.009,12.237757, 0.693313,NOT_AVAILABLE,0,132.03118039256, 12.15921117022,0.9
131.65528514324,11.89238401596,1.5331,0.0412,-23.916,0.044,-11.887,0.036, 6.53e-02,  1,1.119,15.568553, 1.235131,NOT_AVAILABLE,0,131.65539376791, 11.89243684909,0.8
131.65781256286,11.95712752084,3.5383,0.0907,-16.295,0.094,-17.058,0.078, 5.16e-02,  0,0.986,17.334980, 2.422964,NOT_AVAILABLE,0,131.65788658983, 11.95720333571,0.56
131.72492815036,11.97904888027,1.5639,0.4463,-17.309,0.51,-15.161,0.353, 3.39e-02,  0,1.023,19.747248, 1.876335,NOT_AVAILABLE,0,131.72500679122, 11.97911626301,0.6
131.79083435001,12.03993778663,1.344,0.3164,-16.708,0.348,-7.203,0.246, 2.13e-02,  0,1.007,19.241049, 2.689152,NOT_AVAILABLE,0,131.79091027576, 12.03996980178,0.64
131.62097387861,12.00978619972,1.4989,0.4996,-23.776,0.603,-9.221,0.583, 3.59e-02,  0,1.104,19.902527, 1.657825,NOT_AVAILABLE,0,131.62108191376, 12.00982718042,0.8
131.57706430684,12.07339419731,4.1004,0.6901,-11.762,0.911,3.612,0.731, 1.87e-02,  1,1.05,20.502840, 1.908966,NOT_AVAILABLE,0,131.57711776618, 12.07337814277,0.62
131.6806278429,12.15928127465,2.8857,0.0276,-20.082,0.029,-2.053,0.021, 4.83e-02,  0,1.665,12.350563, 0.870996,NOT_AVAILABLE,0,131.68071914340, 12.15929039819,0.88
131.80990283468,12.07824034683,2.2046,0.5989,-11.062,0.626,12.996,0.497, 1.93e-02,  0,1.035,20.201136, 2.072756,NOT_AVAILABLE,0,131.80995311330, 12.07818258733,0.56
131.91719286198,12.10079435111,2.1563,0.0937,-11.265,0.093,14.374,0.068, 3.11e-02,  0,0.97,17.053879, 2.196453,NOT_AVAILABLE,0,131.91724406629, 12.10073046863,0.8
131.92718122817,12.15599686893,1.8682,0.8289,-18.895,0.804,-3.206,0.707, 3.83e-02,  0,1.089,20.347235, 2.445784,NOT_AVAILABLE,0,131.92726713261, 12.15601111806,0.86
131.93692341028,12.16421253039,6.2777,2.2983,-5.068,2.348,-5.397,2.323, 7.02e-02,  0,1.186,20.955030, 2.572445,NOT_AVAILABLE,0,131.93694645085, 12.16423651794,0.58
131.92573538723,12.16979213517,1.4376,0.4992,-15.762,0.537,6.814,0.42, 8.80e-03,  0,0.991,19.875174, 2.318706,NOT_AVAILABLE,0,131.92580704958, 12.16976185155,0.84
131.99218458427,12.1740285739,1.3845,0.0742,-13.749,0.081,0.125,0.064, 2.95e-02,  0,0.901,17.043300, 1.703398,NOT_AVAILABLE,0,131.99224709698, 12.17402801834,0.74
131.92192237373,12.1999547911,1.7318,0.4459,-18.065,0.448,-3.802,0.356, 1.58e-02,  0,1.03,19.509766, 2.646593,NOT_AVAILABLE,0,131.92200451597, 12.19997169104,0.9
131.76488904752,12.1615798987,3.1662,0.1735,-13.663,0.181,-3.189,0.135, 2.18e-02,  0,0.96,18.375105, 2.633501,NOT_AVAILABLE,0,131.76495116413, 12.16159407054,0.86
131.74743881619,12.20167691324,3.0902,0.179,-31.979,0.195,16.931,0.149, 1.61e-02,  0,0.985,18.517020, 3.033083,NOT_AVAILABLE,0,131.74758422869, 12.20160166499,0.84
131.72141218298,12.2301775129,1.6806,0.3453,-22.079,0.401,-9.502,0.268, 1.39e-02,  0,0.982,19.420810, 2.397436,NOT_AVAILABLE,0,131.72151258989, 12.23021974322,0.84
131.817505416,12.22044732662,1.373,0.5374,-22.824,0.554,-18.874,0.467, 2.11e-02,  0,0.994,20.023941, 1.856251,NOT_AVAILABLE,0,131.81760920713, 12.22053121160,0.74
131.78670255434,12.24449296376,1.8386,0.2099,-18.082,0.217,-19.281,0.166, 1.41e-02,  0,0.968,18.607893, 2.459465,NOT_AVAILABLE,0,131.78678478920, 12.24457865868,0.74
131.43063499459,11.98390375032,3.8155,0.0732,-11.443,0.077,-10.257,0.06, 4.67e-02,  0,1.107,16.741030, 2.328265,NOT_AVAILABLE,0,131.43068698335, 11.98394933916,0.62
131.50363108672,12.05903578625,2.4475,0.1964,-26.682,0.208,-3.947,0.16, 1.80e-02, 13,1.114,18.521091, 2.761898,NOT_AVAILABLE,0,131.50375235135, 12.05905333009,0.76
131.60066400921,12.16595081197,1.7384,0.0539,-25.025,0.062,-2.924,0.044, 4.11e-02,  1,0.99,16.335854, 1.525883,NOT_AVAILABLE,0,131.60077778762, 12.16596380732,0.86
131.45431149512,12.21322037209,3.1094,0.1262,-14.651,0.134,-14.304,0.096, 5.38e-02,  0,0.998,17.840370, 2.497620,NOT_AVAILABLE,0,131.45437811721, 12.21328394494,0.66
131.64742970751,12.19757636649,2.3072,0.3212,-16.096,0.346,-19.443,0.266, 1.97e-02,  0,1.091,18.997910, 3.201555,NOT_AVAILABLE,0,131.64750289596, 12.19766277971,0.62
131.69621877914,12.28774150352,1.4311,0.0279,-21.94,0.029,3.58,0.02, 2.17e-02,  0,0.947,14.779123, 1.015403,NOT_AVAILABLE,0,131.69631857728, 12.28772559053,0.9
131.76795505839,12.30534766792,3.6768,0.1531,-7.321,0.168,-6.186,0.131, 2.29e-02,  0,1.011,17.971638, 2.413305,NOT_AVAILABLE,0,131.76798836090, 12.30537516111,0.58
131.71853370238,12.32108816652,1.8328,0.0649,-20.648,0.062,-0.083,0.047, 4.82e-03,  0,1.009,16.184685, 1.614336,NOT_AVAILABLE,0,131.71862763536, 12.32108853517,0.9
131.74879752822,12.34422975556,2.7028,0.1162,-10.663,0.12,19.484,0.094, 8.79e-03,  0,0.963,17.488500, 2.279602,NOT_AVAILABLE,0,131.74884603914, 12.34414316036,0.64
133.80657978197,10.685662613,2.3878,0.546,-20.89,0.577,-3.148,0.335, 3.86e-02,  0,0.971,19.901550, 2.239304,NOT_AVAILABLE,0,133.80667426610, 10.68567660617,0.74
133.9067399937,10.83864085398,2.6138,0.1823,-28.75,0.198,2.397,0.139, 1.01e-02,  0,1.06,18.513110, 2.666122,NOT_AVAILABLE,0,133.90687009433, 10.83863020008,0.7
133.70761000475,10.75664562738,1.4956,0.0141,-29.632,0.015,3.262,0.01, 2.75e-02,  0,0.957, 9.551367, 1.114506,NOT_AVAILABLE,0,133.70774405708, 10.75663112922,0.84
133.6800775778,10.83413145911,2.3338,0.051,-17.812,0.055,-5.3,0.033, 1.53e-02,  0,1.083,15.997189, 2.089805,NOT_AVAILABLE,0,133.68015817784, 10.83415501322,0.8
133.7047543209,10.89761532231,1.2166,0.2896,-22.899,0.326,-15.511,0.179, 1.63e-02,  0,0.994,19.053703, 2.078278,NOT_AVAILABLE,0,133.70485796190, 10.89768426179,0.62
133.7226423127,10.89507391963,0.9024,1.0872,-22.298,1.191,7.423,0.86, 1.29e-02,  0,0.999,20.759972, 1.567268,NOT_AVAILABLE,0,133.72274323569, 10.89504093001,0.54
133.89867231056,10.95842960543,2.4824,0.4868,-26.171,0.575,-2.397,0.393, 2.75e-02,  0,0.992,20.006536, 2.459343,NOT_AVAILABLE,0,133.89879078728, 10.95844025946,0.68
133.95637752256,11.10516880884,2.8402,0.2825,-21.772,0.334,8.433,0.271, 6.26e-03,  0,1.001,19.216957, 2.856619,NOT_AVAILABLE,0,133.95647613327, 11.10513132736,0.92
134.14346775549,11.17675751957,1.9883,0.0405,-25.297,0.044,0.903,0.029, 1.91e-02,  0,0.944,15.409665, 1.467879,NOT_AVAILABLE,0,134.14358236180, 11.17675350633,0.9
